Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
He had a nice cold beer out on the deck.,Il a bu une bonne bière froide sur le pont.,06c95da3.jpeg,0.6408,0.6786,0.3354,0.3518,0.1238
He had a nice cold beer out on the deck.,Il a bu une bonne bière fraîche sur le pont.,83a1ed92.jpeg,0.632,0.6736,0.3333,0.3732,0.1393
I can't wait - it's my favourite show, you know!,C'est mon spectacle préféré.,ff9d31cd.jpeg,0.3746,0.371,0.4121,0.3131,0.0981
I can't wait - it's my favourite show, you know!,C'est ma série préférée.,2cb5fd44.jpeg,0.4167,0.4312,0.3078,0.365,0.1332
The vault is sealed now.,La voûte est scellée.,2f5bec21.jpeg,0.6418,0.6714,0.373,0.3314,0.1099
The vault is sealed now.,Le coffre est fermé.,a5abe0e7.jpeg,0.5796,0.5989,0.5306,0.6292,0.3959
Put that in the basket.,Mets ça dans le panier.,1ed01e54.jpeg,0.5162,0.5659,0.2761,0.455,0.2071
Put that in the basket.,Mets ça dans le panier.,97385ca1.jpeg,0.5343,0.5659,0.2809,0.353,0.1246
I dropped the cap.,J'ai laissé tomber le bouchon.,583f400d.jpeg,0.5895,0.6418,0.3949,0.5185,0.2688
I dropped the cap.,J'ai laissé tomber le bouchon.,c1f6e732.jpeg,0.5949,0.6418,0.3622,0.4487,0.2014
He received a shot in the arm and immediately felt a sharp pain.,Il a reçu une balle dans le bras et a immédiatement ressenti une douleur aiguë.,b8a6fba1.jpeg,0.6784,0.7208,0.4221,0.4067,0.1654
He received a shot in the arm and immediately felt a sharp pain.,Il a reçu une balle dans le bras et a immédiatement ressenti une douleur aiguë.,4de90a58.jpeg,0.651,0.7208,0.4065,0.5344,0.2856
I saw someone with a stick walking down the street.,J'ai vu quelqu'un avec un bâton marcher dans la rue.,63bebc68.jpeg,0.7283,0.8023,0.5348,0.6182,0.3822
I saw someone with a stick walking down the street.,J'ai vu quelqu'un avec un bâton marcher dans la rue.,a510fc0f.jpeg,0.7328,0.8023,0.4518,0.4973,0.2473
The bolt is broken, could you change it?,Le boulon est cassé, tu peux le changer?,da99e9f2.jpeg,0.7192,0.763,0.4527,0.4056,0.1645
The bolt is broken, could you change it?,Le boulon est cassé, tu peux le changer?,83ef42b8.jpeg,0.7128,0.763,0.5018,0.4879,0.2381
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Quand j'ai emménagé dans mon nouvel appartement, j'ai trouvé une boîte qui avait été laissée par l'ancien occupant.,60bc860f.jpeg,0.7535,0.817,0.3205,0.3829,0.1466
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Quand j'ai emménagé dans mon nouvel appartement, j'ai trouvé une boîte qui avait été laissée par l'ancien occupant.,68daa555.jpeg,0.746,0.817,0.4059,0.457,0.2088
They are used to rowing.,Ils ont l'habitude de ramer.,70a67d59.jpeg,0.5202,0.5334,0.4765,0.5508,0.3034
They are used to rowing.,Ils ont l'habitude de ramer.,a43d02d6.jpeg,0.5248,0.5334,0.3506,0.223,0.0497
That's a good swing!,C'est un bon swing!,a9156d52.jpeg,0.5925,0.6115,0.5256,0.5334,0.2845
That's a good swing!,C'est une bonne balançoire!,58b6768c.jpeg,0.5095,0.5132,0.4885,0.4235,0.1794
He jumped over the fence.,Il a sauté la clôture.,c038313d.jpeg,0.6112,0.6409,0.4806,0.4764,0.2269
He jumped over the fence.,Il a sauté la clôture.,d23ee043.jpeg,0.6119,0.6409,0.5256,0.5791,0.3353
Please, leave a note on the table.,S'il vous plaît, laissez un mot sur la table.,05a623f7.jpeg,0.6209,0.6574,0.4111,0.4176,0.1744
Please, leave a note on the table.,S'il vous plaît, laissez un mot sur la table.,db6e6046.jpeg,0.6081,0.6574,0.3773,0.4623,0.2138
We have a new pitcher.,On a un nouveau lanceur.,48d7df48.jpeg,0.613,0.6327,0.5216,0.4649,0.2161
We have a new pitcher.,Nous avons une nouvelle cruche.,0fd1864a.jpeg,0.6357,0.6889,0.4144,0.4904,0.2405
One of the organs unfortunately isn't working properly.,Un des organes ne fonctionne malheureusement pas correctement.,e232b664.jpeg,0.6009,0.645,0.4571,0.5536,0.3064
One of the organs unfortunately isn't working properly.,Un des orgues ne fonctionne malheureusement pas correctement.,76e8c66d.jpeg,0.5414,0.5498,0.4881,0.3969,0.1576
It is renowned for its beautiful roses.,Elle est réputée pour ses roses.,798b2dc0.jpeg,0.6742,0.7396,0.397,0.4856,0.2358
It is renowned for its beautiful roses.,Elle est réputée pour ses roses.,f5e4c464.jpeg,0.6824,0.7396,0.3378,0.4077,0.1662
My husband loves squash!,Mon mari aime le squash!,b67c61e1.jpeg,0.676,0.7439,0.4247,0.5198,0.2702
My husband loves squash!,Mon mari aime les courges!,2ebc106e.jpeg,0.5902,0.6154,0.422,0.3877,0.1503
They were shooting in the village down by the postoffice.,Ils tiraient dans le village, près du bureau de poste.,5bf09de0.jpeg,0.5853,0.6303,0.3196,0.4117,0.1695
They were shooting in the village down by the postoffice.,Ils filmaient dans le village, près du bureau de poste.,e086f883.jpeg,0.6886,0.7266,0.4572,0.4053,0.1643
It needs a really good sweep.,Elle a besoin d'un bon balayage.,e6e67778.jpeg,0.6275,0.6634,0.4467,0.4459,0.1988
It needs a really good sweep.,Il a besoin d'une bonne fouille.,199ebdef.jpeg,0.5963,0.638,0.3947,0.4549,0.2069
We changed coaches.,On a changé d'entraîneur.,b15f1703.jpeg,0.5793,0.5933,0.4718,0.3607,0.1301
We changed coaches.,On a changé de voiture.,b88b9c53.png,0.5793,0.6142,0.3875,0.4264,0.1818
The tiles are old and broken, they need to be changed.,Les carreaux sont vieux et cassés, il faut les changer.,e53ec8b2.jpeg,0.6827,0.7424,0.5318,0.6292,0.3959
The tiles are old and broken, they need to be changed.,Les carreaux sont vieux et cassés, il faut les changer.,f7f8b88e.jpeg,0.6825,0.7424,0.5183,0.6044,0.3653
Hand me that can please.,Donnez-moi cette canette, s'il vous plaît.,8a3e80fe.jpeg,0.6519,0.6727,0.5213,0.3991,0.1593
Hand me that can please.,Donnez-moi cette canette, s'il vous plaît.,0aeabb58.jpeg,0.6546,0.6727,0.4992,0.3408,0.1162
Be careful, the iron is hot!,Attention, le fer est chaud!,8da55de2.jpeg,0.5402,0.5679,0.4331,0.5088,0.2589
Be careful, the iron is hot!,Attention, le fer est chaud!,e3d8747e.jpeg,0.5231,0.5679,0.3713,0.5438,0.2957
We have some left, but I'm going to buy a few more rolls just to be sure.,Il nous en reste, mais je vais acheter quelques rouleaux de plus juste pour être sûr.,e6f207a4.jpeg,0.651,0.6841,0.3498,0.3316,0.11
We have some left, but I'm going to buy a few more rolls just to be sure.,Il nous en reste, mais je vais acheter quelques rouleaux de plus pour être sûr.,81c9adb9.jpeg,0.6338,0.6825,0.3031,0.3835,0.1471
Let me take a closer look at that skate.,Laisse-moi regarder de plus près ce patin.,df266432.jpeg,0.5671,0.6112,0.3282,0.4296,0.1845
Let me take a closer look at that skate.,Laissez-moi regarder de plus près ce patin.,dc59f028.jpeg,0.5883,0.6227,0.3291,0.3644,0.1328
What a chicken!,Quel poulet!,38758a2d.jpeg,0.649,0.6564,0.6328,0.6747,0.4552
What a chicken!,Quelle poule!,fe92b00b.jpeg,0.5619,0.5793,0.4882,0.4847,0.2349
Next to the main square or the little one?,À côté de la place principale ou de la petite place?,adb41049.jpeg,0.6025,0.6252,0.5175,0.5166,0.2668
Next to the main square or the little one?,À côté du carré principal ou du petit?,e1c09d57.jpeg,0.5197,0.5353,0.3998,0.3613,0.1306
If we could just move the board over a bit, that would create some space.,Si on pouvait juste déplacer un peu la planche, ça créerait de l'espace.,0d3ac65b.jpeg,0.6509,0.6893,0.3458,0.3548,0.1259
If we could just move the board over a bit, that would create some space.,Si on pouvait juste déplacer un peu la planche, ça créerait de l'espace.,0c817ddc.jpeg,0.6431,0.6893,0.3208,0.3786,0.1434
She knows how to handle a paddle.,Elle sait comment manœuvrer une pagaie.,c02f7d1a.jpeg,0.6766,0.7291,0.4524,0.4842,0.2344
She knows how to handle a paddle.,Elle sait comment manipuler une pagaille.,e98cf581.jpeg,0.5967,0.6477,0.3719,0.4761,0.2267
The man saw her duck.,L'homme a vu son canard.,d397a90f.jpeg,0.6626,0.7042,0.4782,0.4747,0.2254
The man saw her duck.,L'homme a vu son canard.,ca287619.jpeg,0.6651,0.7042,0.482,0.4616,0.213
Look at the bay, it's beautiful!,Regarde la baie, c'est magnifique!,eb47f13a.jpeg,0.6125,0.6764,0.425,0.5835,0.3404
Look at the bay, it's beautiful!,Regarde la baie, c'est magnifique!,fb133b23.jpeg,0.6307,0.6764,0.2769,0.3592,0.129
How many degrees? Two degrees!,Combien de degrés?,494fe6e9.jpeg,0.6416,0.6638,0.5221,0.4306,0.1855
How many degrees? Two degrees!,Combien de diplômes?,47cdb649.jpeg,0.5081,0.4949,0.5728,0.4517,0.204
Don't tell me, you've got a hive problem again?,Ne me dis pas que tu as encore un problème de ruche?,4d718cc3.jpeg,0.5827,0.6209,0.2922,0.3623,0.1313
Don't tell me, you've got a hive problem again?,Ne me dis pas que tu as encore un problème d'urine?,c977626d.jpeg,0.4885,0.512,0.2434,0.3099,0.0961
How did you get such a mark?,Comment avez-vous eu une telle marque?,40b0c994.jpeg,0.5903,0.6232,0.3119,0.3436,0.1181
How did you get such a mark?,Comment avez-vous obtenu une telle note?,0c5443fc.jpeg,0.6689,0.7207,0.4601,0.4978,0.2478
Just a single tear, but it was enough.,Une seule larme, mais c'était suffisant.,b07cb134.jpeg,0.6693,0.7276,0.317,0.407,0.1657
Just a single tear, but it was enough.,Une seule larme, mais c'était suffisant.,c80fe410.jpeg,0.6911,0.7276,0.2275,0.2805,0.0787
By the way, the key tends to stick a little bit.,Au fait, la clé a tendance à coller un peu.,ec88710c.jpeg,0.645,0.6856,0.4696,0.4808,0.2312
By the way, the key tends to stick a little bit.,Au fait, la clé a tendance à coller un peu.,c23f7abf.jpeg,0.6384,0.6856,0.3592,0.4113,0.1692
I did not expect you to be so smart!,Je ne m'attendais pas à ce que tu sois si intelligent!,5c9ce195.jpeg,0.6773,0.7164,0.3591,0.3503,0.1227
I did not expect you to be so smart!,Je ne m'attendais pas à ce que tu sois si intelligent!,cb64d54b.jpeg,0.6792,0.7164,0.3598,0.3411,0.1164
Ow, that's far too hot!,C'est beaucoup trop chaud!,84d215e5.jpeg,0.4885,0.4997,0.3911,0.3397,0.1154
Ow, that's far too hot!,C'est beaucoup trop chaud!,5033f6e8.jpeg,0.4898,0.4997,0.4042,0.3397,0.1154
Oh don't stress, it's just a draft.,Oh ne t'inquiète pas, c'est juste un projet.,bca445ea.jpeg,0.6184,0.6418,0.3317,0.286,0.0818
Oh don't stress, it's just a draft.,Ne t'inquiète pas, c'est juste un brouillon.,d8db8c45.jpeg,0.5891,0.6167,0.386,0.3689,0.1361
The shell's got a crack in it.,La coquille a une fissure.,9e56c574.jpeg,0.7013,0.7272,0.6351,0.6249,0.3905
The shell's got a crack in it.,La coquille a une fissure.,aa957a15.jpeg,0.6814,0.7272,0.3913,0.3975,0.158
The carpet must have cost a fortune!,Le tapis a dû coûter une fortune!,59a4bae4.jpeg,0.6981,0.7625,0.5124,0.589,0.3469
The carpet must have cost a fortune!,Le tapis a dû coûter une fortune!,97e8502f.jpeg,0.6764,0.7625,0.4323,0.5942,0.3531
Do me a favour and clear out the tray for me, please.,Fais-moi une faveur et débarrasse le plateau pour moi, s'il te plaît.,59b8c3ab.jpeg,0.5951,0.6205,0.3094,0.2976,0.0886
Do me a favour and clear out the tray for me, please.,Faites-moi une faveur et débarrassez le plateau pour moi, s'il vous plaît.,5c9da7a4.jpeg,0.6047,0.6291,0.3571,0.3142,0.0987
The frame is made of wood.,Le cadre est en bois.,cc456922.jpeg,0.717,0.7467,0.6562,0.6987,0.4881
The frame is made of wood.,Le cadre est en bois.,9375bb9e.jpeg,0.702,0.7467,0.4974,0.4675,0.2186
