Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
I can't wait - it's my favourite show, you know!,Nemůžu se dočkat - je to moje oblíbená show, víš!,ff9d31cd.jpeg,0.6845,0.7237,0.2846,0.3131,0.0981
I can't wait - it's my favourite show, you know!,Nemůžu se dočkat - je to moje oblíbená show, víš!,2cb5fd44.jpeg,0.6746,0.7237,0.3064,0.365,0.1332
The vault is sealed now.,Trezor je zapečetěný.,2f5bec21.jpeg,0.51,0.536,0.2731,0.3314,0.1099
The vault is sealed now.,Trezor je zapečetěný.,a5abe0e7.jpeg,0.5086,0.536,0.4392,0.6292,0.3959
Put that in the basket.,Dej to do koše.,1ed01e54.jpeg,0.405,0.4126,0.3683,0.455,0.2071
Put that in the basket.,Dej to do koše.,97385ca1.jpeg,0.4032,0.4126,0.3279,0.353,0.1246
I dropped the cap.,Spadla mi čepice.,583f400d.jpeg,0.5092,0.5527,0.3476,0.5185,0.2688
I dropped the cap.,Spadla mi čepice.,c1f6e732.jpeg,0.5194,0.5527,0.3543,0.4487,0.2014
He received a shot in the arm and immediately felt a sharp pain.,Dostal ránu do ruky a okamžitě pocítil ostrou bolest.,b8a6fba1.jpeg,0.6081,0.6428,0.398,0.4067,0.1654
He received a shot in the arm and immediately felt a sharp pain.,Dostal ránu do ruky a okamžitě pocítil ostrou bolest.,4de90a58.jpeg,0.6038,0.6428,0.4671,0.5344,0.2856
I saw someone with a stick walking down the street.,Viděl jsem někoho s hůlkou, jak jde po ulici.,63bebc68.jpeg,0.6976,0.7461,0.5708,0.6182,0.3822
I saw someone with a stick walking down the street.,Viděl jsem někoho s hůlkou, jak jde po ulici.,a510fc0f.jpeg,0.6972,0.7461,0.4995,0.4973,0.2473
The bolt is broken, could you change it?,Šroub je rozbitý, můžeš ho vyměnit?,da99e9f2.jpeg,0.5954,0.6264,0.4069,0.4056,0.1645
The bolt is broken, could you change it?,Šroub je rozbitý, můžeš ho vyměnit?,83ef42b8.jpeg,0.5926,0.6264,0.4508,0.4879,0.2381
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Když jsem se přestěhovala do svého nového bytu, našla jsem krabici, kterou po sobě zanechal předchozí cestující.,60bc860f.jpeg,0.6926,0.7464,0.3257,0.3829,0.1466
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Když jsem se přestěhovala do svého nového bytu, našla jsem krabici, kterou po sobě zanechal předchozí cestující.,68daa555.jpeg,0.6949,0.7464,0.4483,0.457,0.2088
They are used to rowing.,Jsou zvyklí veslovat.,70a67d59.jpeg,0.4734,0.4761,0.4644,0.5508,0.3034
They are used to rowing.,Jsou zvyklí veslovat.,a43d02d6.jpeg,0.4657,0.4761,0.2579,0.223,0.0497
That's a good swing!,To je dobrá houpačka!,a9156d52.jpeg,0.447,0.4872,0.3057,0.5334,0.2845
That's a good swing!,To je dobrá houpačka!,58b6768c.jpeg,0.4591,0.4872,0.3027,0.4235,0.1794
He jumped over the fence.,Přeskočil plot.,c038313d.jpeg,0.5945,0.6305,0.4357,0.4764,0.2269
He jumped over the fence.,Přeskočil plot.,d23ee043.jpeg,0.5876,0.6305,0.4596,0.5791,0.3353
Please, leave a note on the table.,Prosím, nechte vzkaz na stole.,05a623f7.jpeg,0.5366,0.5643,0.3776,0.4176,0.1744
Please, leave a note on the table.,Prosím, nechte vzkaz na stole.,db6e6046.jpeg,0.5366,0.5643,0.4066,0.4623,0.2138
We have a new pitcher.,Máme nového nadhazovače.,48d7df48.jpeg,0.4795,0.522,0.2828,0.4649,0.2161
We have a new pitcher.,Máme nového nadhazovače.,0fd1864a.jpeg,0.4661,0.522,0.234,0.4904,0.2405
One of the organs unfortunately isn't working properly.,Jeden z orgánů bohužel nefunguje správně.,e232b664.jpeg,0.6599,0.7358,0.4123,0.5536,0.3064
One of the organs unfortunately isn't working properly.,Jeden z orgánů bohužel nefunguje správně.,76e8c66d.jpeg,0.6889,0.7358,0.3913,0.3969,0.1576
It is renowned for its beautiful roses.,Je proslulá svými krásnými růžemi.,798b2dc0.jpeg,0.4769,0.4969,0.3923,0.4856,0.2358
It is renowned for its beautiful roses.,Je proslulá svými krásnými růžemi.,f5e4c464.jpeg,0.4708,0.4969,0.3144,0.4077,0.1662
My husband loves squash!,Můj manžel miluje squash!,b67c61e1.jpeg,0.6914,0.7681,0.4077,0.5198,0.2702
My husband loves squash!,Můj manžel miluje squash!,2ebc106e.jpeg,0.7065,0.7681,0.2967,0.3877,0.1503
They were shooting in the village down by the postoffice.,Stříleli ve vesnici dole u pošty.,5bf09de0.jpeg,0.6124,0.6403,0.4481,0.4117,0.1695
They were shooting in the village down by the postoffice.,Stříleli ve vesnici dole u pošty.,e086f883.jpeg,0.5893,0.6403,0.279,0.4053,0.1643
It needs a really good sweep.,Potřebuje to pořádně prohledat.,e6e67778.jpeg,0.5532,0.5968,0.3335,0.4459,0.1988
It needs a really good sweep.,Potřebuje to pořádně prohledat.,199ebdef.jpeg,0.5541,0.5968,0.3474,0.4549,0.2069
We changed coaches.,Změnili jsme trenéry.,b15f1703.jpeg,0.5298,0.5524,0.3563,0.3607,0.1301
We changed coaches.,Změnili jsme trenéry.,b88b9c53.png,0.5187,0.5524,0.3331,0.4264,0.1818
The tiles are old and broken, they need to be changed.,Dlaždice jsou staré a rozbité, je třeba je změnit.,e53ec8b2.jpeg,0.6019,0.6342,0.5203,0.6292,0.3959
The tiles are old and broken, they need to be changed.,Dlaždice jsou staré a rozbité, je třeba je změnit.,f7f8b88e.jpeg,0.6047,0.6342,0.5237,0.6044,0.3653
Hand me that can please.,Podej mi to, prosím.,8a3e80fe.jpeg,0.397,0.4069,0.3348,0.3991,0.1593
Hand me that can please.,Podej mi to, prosím.,0aeabb58.jpeg,0.3981,0.4069,0.3221,0.3408,0.1162
Be careful, the iron is hot!,Opatrně, žehlička je horká!,8da55de2.jpeg,0.5448,0.569,0.4513,0.5088,0.2589
Be careful, the iron is hot!,Opatrně, žehlička je horká!,e3d8747e.jpeg,0.5425,0.569,0.4532,0.5438,0.2957
We have some left, but I'm going to buy a few more rolls just to be sure.,Nějaké nám zbylo, ale pro jistotu si koupím ještě pár rohlíků.,e6f207a4.jpeg,0.5637,0.5938,0.2899,0.3316,0.11
We have some left, but I'm going to buy a few more rolls just to be sure.,Nějaké nám zbylo, ale pro jistotu si koupím ještě pár rohlíků.,81c9adb9.jpeg,0.5618,0.5938,0.3442,0.3835,0.1471
Let me take a closer look at that skate.,Podívám se blíž na ten skate.,df266432.jpeg,0.5784,0.6089,0.4129,0.4296,0.1845
Let me take a closer look at that skate.,Podívám se blíž na ten skate.,dc59f028.jpeg,0.5793,0.6089,0.3565,0.3644,0.1328
What a chicken!,To je ale kuře!,38758a2d.jpeg,0.5738,0.6206,0.4708,0.6747,0.4552
What a chicken!,To je ale kuře!,fe92b00b.jpeg,0.5696,0.6206,0.3525,0.4847,0.2349
Next to the main square or the little one?,Vedle hlavního náměstí nebo toho malého?,adb41049.jpeg,0.6668,0.6929,0.569,0.5166,0.2668
Next to the main square or the little one?,Vedle hlavního náměstí nebo toho malého?,e1c09d57.jpeg,0.6515,0.6929,0.3342,0.3613,0.1306
If we could just move the board over a bit, that would create some space.,Kdybychom mohli trochu posunout desku, vytvořilo by to prostor.,0d3ac65b.jpeg,0.5826,0.6168,0.311,0.3548,0.1259
If we could just move the board over a bit, that would create some space.,Kdybychom mohli trochu posunout desku, vytvořilo by to prostor.,0c817ddc.jpeg,0.5758,0.6168,0.2899,0.3786,0.1434
She knows how to handle a paddle.,Ví, jak zacházet s pádlem.,c02f7d1a.jpeg,0.3852,0.3898,0.3657,0.4842,0.2344
She knows how to handle a paddle.,Ví, jak zacházet s pádlem.,e98cf581.jpeg,0.3838,0.3898,0.3572,0.4761,0.2267
The man saw her duck.,Ten muž viděl její kachnu.,d397a90f.jpeg,0.5549,0.6023,0.3444,0.4747,0.2254
The man saw her duck.,Ten muž viděl její kachnu.,ca287619.jpeg,0.5636,0.6023,0.3816,0.4616,0.213
Look at the bay, it's beautiful!,Podívejte se na záliv, je nádherný!,eb47f13a.jpeg,0.6872,0.7118,0.615,0.5835,0.3404
Look at the bay, it's beautiful!,Podívejte se na záliv, je nádherný!,fb133b23.jpeg,0.6772,0.7118,0.4093,0.3592,0.129
How many degrees? Two degrees!,Kolik stupňů?,494fe6e9.jpeg,0.4154,0.4232,0.3733,0.4306,0.1855
How many degrees? Two degrees!,Kolik stupňů?,47cdb649.jpeg,0.3965,0.4232,0.2654,0.4517,0.204
Don't tell me, you've got a hive problem again?,Neříkej mi, že máš zase problém s úlem?,4d718cc3.jpeg,0.5236,0.559,0.2545,0.3623,0.1313
Don't tell me, you've got a hive problem again?,Neříkej mi, že máš zase problém s úlem?,c977626d.jpeg,0.533,0.559,0.2627,0.3099,0.0961
How did you get such a mark?,Odkud máš takovou značku?,40b0c994.jpeg,0.4603,0.4805,0.289,0.3436,0.1181
How did you get such a mark?,Odkud máš takovou značku?,0c5443fc.jpeg,0.4503,0.4805,0.3281,0.4978,0.2478
Just a single tear, but it was enough.,Jen jedna slza, ale stačilo to.,b07cb134.jpeg,0.6585,0.7069,0.3661,0.407,0.1657
Just a single tear, but it was enough.,Jen jedna slza, ale stačilo to.,c80fe410.jpeg,0.6744,0.7069,0.2601,0.2805,0.0787
By the way, the key tends to stick a little bit.,Mimochodem, klíč má tendenci se trochu držet.,ec88710c.jpeg,0.4479,0.4789,0.3142,0.4808,0.2312
By the way, the key tends to stick a little bit.,Mimochodem, klíč má tendenci se trochu držet.,c23f7abf.jpeg,0.4457,0.4789,0.2494,0.4113,0.1692
I did not expect you to be so smart!,Nečekal jsem, že budeš tak chytrý!,5c9ce195.jpeg,0.5924,0.628,0.3024,0.3503,0.1227
I did not expect you to be so smart!,Nečekal jsem, že budeš tak chytrý!,cb64d54b.jpeg,0.5961,0.628,0.3217,0.3411,0.1164
Ow, that's far too hot!,Au, to je příliš horké!,84d215e5.jpeg,0.5054,0.5228,0.3552,0.3397,0.1154
Ow, that's far too hot!,Au, to je příliš horké!,5033f6e8.jpeg,0.5045,0.5228,0.3457,0.3397,0.1154
Oh don't stress, it's just a draft.,Nedělej si starosti, je to jen průvan.,bca445ea.jpeg,0.5548,0.5739,0.321,0.286,0.0818
Oh don't stress, it's just a draft.,Nedělej si starosti, je to jen průvan.,d8db8c45.jpeg,0.5482,0.5739,0.3592,0.3689,0.1361
The shell's got a crack in it.,Skořápka má prasklinu.,9e56c574.jpeg,0.5136,0.5368,0.4543,0.6249,0.3905
The shell's got a crack in it.,Skořápka má prasklinu.,aa957a15.jpeg,0.4959,0.5368,0.2376,0.3975,0.158
The carpet must have cost a fortune!,Koberec musel stát majlant!,59a4bae4.jpeg,0.4976,0.524,0.4213,0.589,0.3469
The carpet must have cost a fortune!,Koberec musel stát majlant!,97e8502f.jpeg,0.482,0.524,0.3629,0.5942,0.3531
Do me a favour and clear out the tray for me, please.,Udělejte mi laskavost a vykliďte mi ten tác, prosím.,59b8c3ab.jpeg,0.5603,0.5791,0.3483,0.2976,0.0886
Do me a favour and clear out the tray for me, please.,Udělejte mi laskavost a vykliďte mi ten tác, prosím.,5c9da7a4.jpeg,0.5621,0.5791,0.3897,0.3142,0.0987
The frame is made of wood.,Rám je ze dřeva.,cc456922.jpeg,0.5066,0.502,0.516,0.6987,0.4881
The frame is made of wood.,Rám je ze dřeva.,9375bb9e.jpeg,0.4954,0.502,0.4651,0.4675,0.2186
