Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
I can't wait - it's my favourite show, you know!,Nemůžu se dočkat, je to moje oblíbená show!,ff9d31cd.jpeg,0.6661,0.7019,0.301,0.3131,0.0981
I can't wait - it's my favourite show, you know!,Nemůžu se dočkat, je to moje oblíbená show!,2cb5fd44.jpeg,0.6548,0.7019,0.301,0.365,0.1332
The vault is sealed now.,Trezor je teď zapečetěný.,2f5bec21.jpeg,0.5319,0.5608,0.2686,0.3314,0.1099
The vault is sealed now.,Trezor je teď zapečetěný.,a5abe0e7.jpeg,0.5314,0.5608,0.4573,0.6292,0.3959
Put that in the basket.,Dej to do koše.,1ed01e54.jpeg,0.405,0.4126,0.3683,0.455,0.2071
Put that in the basket.,Dej to do koše.,97385ca1.jpeg,0.4032,0.4126,0.3279,0.353,0.1246
I dropped the cap.,Spadla mi čepice.,583f400d.jpeg,0.5092,0.5527,0.3476,0.5185,0.2688
I dropped the cap.,Spadla mi čepice.,c1f6e732.jpeg,0.5194,0.5527,0.3543,0.4487,0.2014
He received a shot in the arm and immediately felt a sharp pain.,Dostal kulku do paže a okamžitě cítil ostrou bolest.,b8a6fba1.jpeg,0.5384,0.5734,0.3267,0.4067,0.1654
He received a shot in the arm and immediately felt a sharp pain.,Dostal kulku do ruky a okamžitě cítil ostrou bolest.,4de90a58.jpeg,0.5705,0.6048,0.4502,0.5344,0.2856
I saw someone with a stick walking down the street.,Viděl jsem někoho s hůlkou, jak jde po ulici.,63bebc68.jpeg,0.6976,0.7461,0.5708,0.6182,0.3822
I saw someone with a stick walking down the street.,Viděl jsem někoho s hůlkou chodit po ulici.,a510fc0f.jpeg,0.7004,0.7535,0.4856,0.4973,0.2473
The bolt is broken, could you change it?,Ten šroub je rozbitý, mohl byste ho vyměnit?,da99e9f2.jpeg,0.5934,0.6295,0.3739,0.4056,0.1645
The bolt is broken, could you change it?,Ten šroub je rozbitý, mohl bys ho vyměnit?,83ef42b8.jpeg,0.5769,0.6059,0.455,0.4879,0.2381
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Když jsem se přestěhovala do nového bytu, našla jsem krabici, kterou tu nechal předchozí obyvatel.,60bc860f.jpeg,0.7021,0.7564,0.3316,0.3829,0.1466
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Když jsem se přestěhoval do nového bytu, našel jsem krabici, kterou tu nechal předchozí obyvatel.,68daa555.jpeg,0.7035,0.7579,0.4428,0.457,0.2088
They are used to rowing.,Jsou zvyklí veslovat.,70a67d59.jpeg,0.4734,0.4761,0.4644,0.5508,0.3034
They are used to rowing.,Jsou zvyklí veslovat.,a43d02d6.jpeg,0.4657,0.4761,0.2579,0.223,0.0497
That's a good swing!,To je dobrá houpačka!,a9156d52.jpeg,0.447,0.4872,0.3057,0.5334,0.2845
That's a good swing!,To je dobrá houpačka!,58b6768c.jpeg,0.4591,0.4872,0.3027,0.4235,0.1794
He jumped over the fence.,Skočil přes plot.,c038313d.jpeg,0.6117,0.6642,0.3803,0.4764,0.2269
He jumped over the fence.,Skočil přes plot.,d23ee043.jpeg,0.6219,0.6642,0.4957,0.5791,0.3353
Please, leave a note on the table.,Prosím, nech vzkaz na stole.,05a623f7.jpeg,0.4965,0.5178,0.3749,0.4176,0.1744
Please, leave a note on the table.,Prosím, nechte na stole vzkaz.,db6e6046.jpeg,0.528,0.552,0.4157,0.4623,0.2138
We have a new pitcher.,Máme nového nadhazovače.,48d7df48.jpeg,0.4795,0.522,0.2828,0.4649,0.2161
We have a new pitcher.,Máme novou džbánku.,0fd1864a.jpeg,0.4589,0.5079,0.255,0.4904,0.2405
One of the organs unfortunately isn't working properly.,Jeden z orgánů bohužel nefunguje správně.,e232b664.jpeg,0.6599,0.7358,0.4123,0.5536,0.3064
One of the organs unfortunately isn't working properly.,Jeden z orgánů bohužel nefunguje správně.,76e8c66d.jpeg,0.6889,0.7358,0.3913,0.3969,0.1576
It is renowned for its beautiful roses.,Je známá svými krásnými růžemi.,798b2dc0.jpeg,0.5203,0.5465,0.4088,0.4856,0.2358
It is renowned for its beautiful roses.,Je známá svými krásnými růžemi.,f5e4c464.jpeg,0.5153,0.5465,0.3277,0.4077,0.1662
My husband loves squash!,Můj manžel miluje squash!,b67c61e1.jpeg,0.6914,0.7681,0.4077,0.5198,0.2702
My husband loves squash!,Můj manžel miluje squash!,2ebc106e.jpeg,0.7065,0.7681,0.2967,0.3877,0.1503
They were shooting in the village down by the postoffice.,Stříleli ve vesnici dole u pošty.,5bf09de0.jpeg,0.6124,0.6403,0.4481,0.4117,0.1695
They were shooting in the village down by the postoffice.,Stříleli ve vesnici dole u pošty.,e086f883.jpeg,0.5893,0.6403,0.279,0.4053,0.1643
It needs a really good sweep.,Potřebuje pořádně zametat.,e6e67778.jpeg,0.548,0.5874,0.3496,0.4459,0.1988
It needs a really good sweep.,Potřebuje to pořádně zametat.,199ebdef.jpeg,0.5575,0.5997,0.3535,0.4549,0.2069
We changed coaches.,Změnili jsme trenéry.,b15f1703.jpeg,0.5298,0.5524,0.3563,0.3607,0.1301
We changed coaches.,Změnili jsme vozy.,b88b9c53.png,0.5841,0.6151,0.4135,0.4264,0.1818
The tiles are old and broken, they need to be changed.,Ty dlaždice jsou staré a rozbité, je třeba je vyměnit.,e53ec8b2.jpeg,0.5425,0.5755,0.4593,0.6292,0.3959
The tiles are old and broken, they need to be changed.,Ty dlaždice jsou staré a rozbité, je třeba je vyměnit.,f7f8b88e.jpeg,0.5494,0.5755,0.4779,0.6044,0.3653
Hand me that can please.,Podej mi tu plechovku, prosím.,8a3e80fe.jpeg,0.4899,0.5102,0.3625,0.3991,0.1593
Hand me that can please.,Podej mi tu plechovku, prosím.,0aeabb58.jpeg,0.4849,0.5102,0.2672,0.3408,0.1162
Be careful, the iron is hot!,Buďte opatrní, železo je horké!,8da55de2.jpeg,0.5844,0.6249,0.4282,0.5088,0.2589
Be careful, the iron is hot!,Buďte opatrní, železo je horké!,e3d8747e.jpeg,0.5625,0.6249,0.3518,0.5438,0.2957
We have some left, but I'm going to buy a few more rolls just to be sure.,Něco nám zbylo, ale koupím si ještě pár rolí, abych si byl jistý.,e6f207a4.jpeg,0.6401,0.6711,0.358,0.3316,0.11
We have some left, but I'm going to buy a few more rolls just to be sure.,Něco nám zbylo, ale koupím si ještě pár rolek, abych si byla jistá.,81c9adb9.jpeg,0.6029,0.6475,0.2992,0.3835,0.1471
Let me take a closer look at that skate.,Podívám se blíže na ten bruslík.,df266432.jpeg,0.4391,0.4614,0.3184,0.4296,0.1845
Let me take a closer look at that skate.,Podívám se blíže na ten bruslík.,dc59f028.jpeg,0.4516,0.4614,0.3782,0.3644,0.1328
What a chicken!,To je ale kuře!,38758a2d.jpeg,0.5738,0.6206,0.4708,0.6747,0.4552
What a chicken!,Jaká slepice!,fe92b00b.jpeg,0.4676,0.4809,0.4109,0.4847,0.2349
Next to the main square or the little one?,Vedle hlavního nebo malého náměstí?,adb41049.jpeg,0.602,0.6445,0.4429,0.5166,0.2668
Next to the main square or the little one?,Vedle hlavního nebo malého náměstí?,e1c09d57.jpeg,0.6066,0.6445,0.3167,0.3613,0.1306
If we could just move the board over a bit, that would create some space.,Kdybychom mohli trochu posunout desku, vytvořilo by to nějaký prostor.,0d3ac65b.jpeg,0.5992,0.6332,0.3295,0.3548,0.1259
If we could just move the board over a bit, that would create some space.,Kdybychom mohli trochu posunout desku, vytvořilo by to nějaký prostor.,0c817ddc.jpeg,0.593,0.6332,0.3128,0.3786,0.1434
She knows how to handle a paddle.,Ona ví, jak se zachovat s veslem.,c02f7d1a.jpeg,0.4936,0.5237,0.3651,0.4842,0.2344
She knows how to handle a paddle.,Ví, jak zacházet s pádlem.,e98cf581.jpeg,0.3838,0.3898,0.3572,0.4761,0.2267
The man saw her duck.,Muž viděl její kachnu.,d397a90f.jpeg,0.6353,0.6836,0.4209,0.4747,0.2254
The man saw her duck.,Ten muž viděl její kachnu.,ca287619.jpeg,0.5636,0.6023,0.3816,0.4616,0.213
Look at the bay, it's beautiful!,Podívej se na záliv, je nádherný!,eb47f13a.jpeg,0.6845,0.7055,0.6228,0.5835,0.3404
Look at the bay, it's beautiful!,Podívej se na záliv, je krásný!,fb133b23.jpeg,0.6756,0.7103,0.4069,0.3592,0.129
How many degrees? Two degrees!,Kolik stupňů?,494fe6e9.jpeg,0.4154,0.4232,0.3733,0.4306,0.1855
How many degrees? Two degrees!,- Kolik titulů?,47cdb649.jpeg,0.3476,0.3396,0.387,0.4517,0.204
Don't tell me, you've got a hive problem again?,Neříkej mi, že máš zase problém s včelovcem?,4d718cc3.jpeg,0.55,0.5808,0.3158,0.3623,0.1313
Don't tell me, you've got a hive problem again?,Neříkej mi, že máš zase problém s míchem?,c977626d.jpeg,0.5113,0.5345,0.2697,0.3099,0.0961
How did you get such a mark?,Jak jsi se dostal k takové známce?,40b0c994.jpeg,0.5681,0.6068,0.2408,0.3436,0.1181
How did you get such a mark?,Jak jsi sehnal takovou známku?,0c5443fc.jpeg,0.4977,0.5497,0.2877,0.4978,0.2478
Just a single tear, but it was enough.,Jen jediná slza, ale to stačilo.,b07cb134.jpeg,0.666,0.7186,0.3488,0.407,0.1657
Just a single tear, but it was enough.,Jen jediná slza, ale to stačilo.,c80fe410.jpeg,0.686,0.7186,0.2715,0.2805,0.0787
By the way, the key tends to stick a little bit.,Mimochodem, klíč se trochu přilepí.,ec88710c.jpeg,0.4601,0.4858,0.3489,0.4808,0.2312
By the way, the key tends to stick a little bit.,Mimochodem, klíč se trochu přilepí.,c23f7abf.jpeg,0.4525,0.4858,0.2557,0.4113,0.1692
I did not expect you to be so smart!,Nečekal jsem, že budeš tak chytrý!,5c9ce195.jpeg,0.5924,0.628,0.3024,0.3503,0.1227
I did not expect you to be so smart!,Nečekal jsem, že budeš tak chytrý!,cb64d54b.jpeg,0.5961,0.628,0.3217,0.3411,0.1164
Ow, that's far too hot!,Oh, to je moc horké!,84d215e5.jpeg,0.5095,0.5242,0.3824,0.3397,0.1154
Ow, that's far too hot!,Oh, to je příliš horké!,5033f6e8.jpeg,0.5364,0.561,0.3233,0.3397,0.1154
Oh don't stress, it's just a draft.,Nebojte se, je to jen návrh.,bca445ea.jpeg,0.5762,0.5956,0.3391,0.286,0.0818
Oh don't stress, it's just a draft.,Nebojte se, je to jen návrh.,d8db8c45.jpeg,0.5774,0.5956,0.4441,0.3689,0.1361
The shell's got a crack in it.,V té skořápce je prasklina.,9e56c574.jpeg,0.54,0.5483,0.5187,0.6249,0.3905
The shell's got a crack in it.,Ta skořápka má prasklinu.,aa957a15.jpeg,0.4909,0.5273,0.2607,0.3975,0.158
The carpet must have cost a fortune!,Ten koberec musel stát jmění!,59a4bae4.jpeg,0.4103,0.4243,0.37,0.589,0.3469
The carpet must have cost a fortune!,Ten koberec musel stát jmění!,97e8502f.jpeg,0.3968,0.4243,0.319,0.5942,0.3531
Do me a favour and clear out the tray for me, please.,Udělej mi laskavost a ukliď mi ten podnos, prosím.,59b8c3ab.jpeg,0.5582,0.5778,0.3372,0.2976,0.0886
Do me a favour and clear out the tray for me, please.,Udělej mi laskavost a ukliď mi ten podnos, prosím.,5c9da7a4.jpeg,0.5598,0.5778,0.3777,0.3142,0.0987
The frame is made of wood.,Rám je ze dřeva.,cc456922.jpeg,0.5066,0.502,0.516,0.6987,0.4881
The frame is made of wood.,Rám je ze dřeva.,9375bb9e.jpeg,0.4954,0.502,0.4651,0.4675,0.2186
