Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
Have you got any coke?,Hast du Koks?,264ae5e9.jpeg,0.4109,0.4366,0.2947,0.4695,0.2204
Have you got any coke?,Hast du Koks?,115bec66.jpeg,0.4175,0.4366,0.2874,0.3833,0.147
This dog's muzzle is weird.,Die Schnauze dieses Hundes ist seltsam.,b7320652.jpeg,0.7249,0.8037,0.5388,0.651,0.4237
This dog's muzzle is weird.,Die Schnauze dieses Hundes ist seltsam.,4fd8f02b.jpeg,0.7388,0.8037,0.5606,0.6039,0.3647
Can you not hear the roar?,Könnt ihr das Brüllen nicht hören?,450cdf0d.jpeg,0.5786,0.6252,0.4002,0.511,0.2611
Can you not hear the roar?,Könnt ihr das Brüllen nicht hören?,7a2c2848.jpeg,0.5839,0.6252,0.3109,0.3892,0.1515
Hand me the spade.,Gib mir den Spaten.,acf5e2d2.jpeg,0.578,0.6062,0.4218,0.4246,0.1803
Hand me the spade.,Gib mir den Spaten.,e82edf58.jpeg,0.5798,0.6062,0.4666,0.4825,0.2328
He had a nice cold beer out on the deck.,Er hatte ein schönes kaltes Bier auf dem Deck.,06c95da3.jpeg,0.6995,0.743,0.3474,0.3518,0.1238
He had a nice cold beer out on the deck.,Er hatte ein schönes kaltes Bier auf dem Deck.,83a1ed92.jpeg,0.6928,0.743,0.3325,0.3732,0.1393
I can't wait - it's my favourite show, you know!,Ich kann es kaum erwarten - es ist meine Lieblingsshow, weißt du!,ff9d31cd.jpeg,0.6753,0.7131,0.2892,0.3131,0.0981
I can't wait - it's my favourite show, you know!,Ich kann es kaum erwarten - es ist meine Lieblingsshow, weißt du!,2cb5fd44.jpeg,0.6673,0.7131,0.3234,0.365,0.1332
The vault is sealed now.,Der Tresor ist jetzt versiegelt.,2f5bec21.jpeg,0.7009,0.7408,0.3372,0.3314,0.1099
The vault is sealed now.,Der Tresor ist jetzt versiegelt.,a5abe0e7.jpeg,0.6825,0.7408,0.5353,0.6292,0.3959
Put that in the basket.,Steck das in den Korb.,1ed01e54.jpeg,0.5793,0.6205,0.3802,0.455,0.2071
Put that in the basket.,Steck das in den Korb.,97385ca1.jpeg,0.596,0.6205,0.3998,0.353,0.1246
I dropped the cap.,Ich habe die Mütze fallen lassen.,583f400d.jpeg,0.5195,0.5531,0.3949,0.5185,0.2688
I dropped the cap.,Ich habe die Mütze fallen lassen.,c1f6e732.jpeg,0.5215,0.5531,0.3646,0.4487,0.2014
I saw someone with a stick walking down the street.,Ich sah jemanden mit einem Stock, der die Straße entlang ging.,63bebc68.jpeg,0.7532,0.8076,0.6108,0.6182,0.3822
I saw someone with a stick walking down the street.,Ich sah jemanden mit einem Stock, der die Straße entlang ging.,a510fc0f.jpeg,0.7448,0.8076,0.4908,0.4973,0.2473
The bolt is broken, could you change it?,Der Bolzen ist kaputt, könntest du ihn ändern?,da99e9f2.jpeg,0.6782,0.7257,0.3893,0.4056,0.1645
The bolt is broken, could you change it?,Der Bolzen ist kaputt, könntest du ihn ändern?,83ef42b8.jpeg,0.6763,0.7257,0.469,0.4879,0.2381
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Als ich in meine neue Wohnung zog, fand ich eine Kiste, die vom vorherigen Insassen zurückgelassen worden war.,60bc860f.jpeg,0.7011,0.7522,0.3528,0.3829,0.1466
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Als ich in meine neue Wohnung zog, fand ich eine Kiste, die vom vorherigen Insassen zurückgelassen worden war.,68daa555.jpeg,0.6994,0.7522,0.4467,0.457,0.2088
They are used to rowing.,Sie sind es gewohnt zu rudern.,70a67d59.jpeg,0.5291,0.5438,0.4807,0.5508,0.3034
They are used to rowing.,Sie sind es gewohnt zu rudern.,a43d02d6.jpeg,0.5335,0.5438,0.3255,0.223,0.0497
That's a good swing!,Das ist ein guter Schwung!,a9156d52.jpeg,0.6201,0.6636,0.4672,0.5334,0.2845
That's a good swing!,Das ist ein guter Schwung!,58b6768c.jpeg,0.6268,0.6636,0.4213,0.4235,0.1794
He jumped over the fence.,Er sprang über den Zaun.,c038313d.jpeg,0.6972,0.7517,0.457,0.4764,0.2269
He jumped over the fence.,Er sprang über den Zaun.,d23ee043.jpeg,0.7001,0.7517,0.5461,0.5791,0.3353
Please, leave a note on the table.,Bitte hinterlassen Sie eine Notiz auf dem Tisch.,05a623f7.jpeg,0.5945,0.625,0.4196,0.4176,0.1744
Please, leave a note on the table.,Bitte hinterlassen Sie eine Notiz auf dem Tisch.,db6e6046.jpeg,0.5877,0.625,0.4135,0.4623,0.2138
We have a new pitcher.,Wir haben einen neuen Krug.,48d7df48.jpeg,0.6186,0.6953,0.2638,0.4649,0.2161
We have a new pitcher.,Wir haben einen neuen Krug.,0fd1864a.jpeg,0.6426,0.6953,0.4233,0.4904,0.2405
One of the organs unfortunately isn't working properly.,Eine der Organe funktioniert leider nicht richtig.,e232b664.jpeg,0.6406,0.6982,0.4524,0.5536,0.3064
One of the organs unfortunately isn't working properly.,Eine der Organe funktioniert leider nicht richtig.,76e8c66d.jpeg,0.6494,0.6982,0.3393,0.3969,0.1576
It is renowned for its beautiful roses.,Es ist bekannt für seine schönen Rosen.,798b2dc0.jpeg,0.6628,0.7146,0.4433,0.4856,0.2358
It is renowned for its beautiful roses.,Es ist bekannt für seine schönen Rosen.,f5e4c464.jpeg,0.6656,0.7146,0.3711,0.4077,0.1662
My husband loves squash!,Mein Mann liebt Squash!,b67c61e1.jpeg,0.6612,0.7101,0.48,0.5198,0.2702
My husband loves squash!,Mein Mann liebt Squash!,2ebc106e.jpeg,0.6442,0.7101,0.2058,0.3877,0.1503
They were shooting in the village down by the postoffice.,Sie haben im Dorf am Postamt geschossen.,5bf09de0.jpeg,0.5834,0.6125,0.4119,0.4117,0.1695
They were shooting in the village down by the postoffice.,Sie haben im Dorf am Postamt geschossen.,e086f883.jpeg,0.567,0.6125,0.2902,0.4053,0.1643
It needs a really good sweep.,Es muss wirklich gut gespuckt werden.,e6e67778.jpeg,0.5298,0.5565,0.3954,0.4459,0.1988
It needs a really good sweep.,Es muss wirklich gut gespuckt werden.,199ebdef.jpeg,0.5317,0.5565,0.4116,0.4549,0.2069
We changed coaches.,Wir haben die Trainer gewechselt.,b15f1703.jpeg,0.5377,0.5542,0.4113,0.3607,0.1301
We changed coaches.,Wir haben die Trainer gewechselt.,b88b9c53.png,0.5141,0.5542,0.2939,0.4264,0.1818
The tiles are old and broken, they need to be changed.,Die Fliesen sind alt und gebrochen, sie müssen gewechselt werden.,e53ec8b2.jpeg,0.7277,0.7771,0.6028,0.6292,0.3959
The tiles are old and broken, they need to be changed.,Die Fliesen sind alt und gebrochen, sie müssen gewechselt werden.,f7f8b88e.jpeg,0.7242,0.7771,0.5792,0.6044,0.3653
Be careful, the iron is hot!,Vorsicht, das Eisen ist heiß!,8da55de2.jpeg,0.6389,0.6742,0.5026,0.5088,0.2589
Be careful, the iron is hot!,Vorsicht, das Eisen ist heiß!,e3d8747e.jpeg,0.6279,0.6742,0.4711,0.5438,0.2957
We have some left, but I'm going to buy a few more rolls just to be sure.,Wir haben noch ein paar übrig, aber ich werde noch ein paar Rollen kaufen, nur um sicher zu sein.,e6f207a4.jpeg,0.6636,0.7028,0.3072,0.3316,0.11
We have some left, but I'm going to buy a few more rolls just to be sure.,Wir haben noch ein paar übrig, aber ich werde noch ein paar Rollen kaufen, nur um sicher zu sein.,81c9adb9.jpeg,0.6565,0.7028,0.3415,0.3835,0.1471
Let me take a closer look at that skate.,Lassen Sie mich einen genaueren Blick auf den Schlittschuh werfen.,df266432.jpeg,0.6062,0.6362,0.4438,0.4296,0.1845
Let me take a closer look at that skate.,Lassen Sie mich einen genaueren Blick auf den Schlittschuh werfen.,dc59f028.jpeg,0.6021,0.6362,0.3451,0.3644,0.1328
What a chicken!,Was für ein Hühnchen!,38758a2d.jpeg,0.6174,0.6311,0.5871,0.6747,0.4552
What a chicken!,Was für ein Hühnchen!,fe92b00b.jpeg,0.584,0.6311,0.3833,0.4847,0.2349
Next to the main square or the little one?,Neben dem Hauptplatz oder dem Kleinen?,adb41049.jpeg,0.5159,0.5155,0.5176,0.5166,0.2668
Next to the main square or the little one?,Neben dem Hauptplatz oder dem Kleinen?,e1c09d57.jpeg,0.505,0.5155,0.4245,0.3613,0.1306
She knows how to handle a paddle.,Sie weiß, wie man mit einem Paddel umgeht.,c02f7d1a.jpeg,0.7333,0.7836,0.5187,0.4842,0.2344
She knows how to handle a paddle.,Sie weiß, wie man mit einem Paddel umgeht.,e98cf581.jpeg,0.7154,0.7836,0.4143,0.4761,0.2267
The man saw her duck.,Der Mann sah ihre Ente.,d397a90f.jpeg,0.7128,0.7695,0.4612,0.4747,0.2254
The man saw her duck.,Der Mann sah ihre Ente.,ca287619.jpeg,0.7135,0.7695,0.4503,0.4616,0.213
Look at the bay, it's beautiful!,Sieh dir die Bucht an, sie ist wunderschön!,eb47f13a.jpeg,0.6249,0.6695,0.4937,0.5835,0.3404
Look at the bay, it's beautiful!,Sieh dir die Bucht an, sie ist wunderschön!,fb133b23.jpeg,0.6297,0.6695,0.321,0.3592,0.129
How many degrees? Two degrees!,Wie viele Grad? 2 Grad!,494fe6e9.jpeg,0.6637,0.7042,0.4455,0.4306,0.1855
How many degrees? Two degrees!,Wie viele Grad? 2 Grad!,47cdb649.jpeg,0.6386,0.7042,0.3174,0.4517,0.204
Don't tell me, you've got a hive problem again?,Sag mir nicht, du hast wieder ein Bienenstockproblem?,4d718cc3.jpeg,0.6028,0.6321,0.3797,0.3623,0.1313
Don't tell me, you've got a hive problem again?,Sag mir nicht, du hast wieder ein Bienenstockproblem?,c977626d.jpeg,0.598,0.6321,0.243,0.3099,0.0961
How did you get such a mark?,Wie hast du so ein Zeichen bekommen?,40b0c994.jpeg,0.5351,0.5643,0.2883,0.3436,0.1181
How did you get such a mark?,Wie hast du so ein Zeichen bekommen?,0c5443fc.jpeg,0.5248,0.5643,0.3655,0.4978,0.2478
Just a single tear, but it was enough.,Nur eine einzige Träne, aber es war genug.,b07cb134.jpeg,0.7503,0.8171,0.3475,0.407,0.1657
Just a single tear, but it was enough.,Nur eine einzige Träne, aber es war genug.,c80fe410.jpeg,0.7754,0.8171,0.2462,0.2805,0.0787
By the way, the key tends to stick a little bit.,Übrigens, der Schlüssel neigt dazu, ein wenig zu bleiben.,ec88710c.jpeg,0.61,0.6392,0.4836,0.4808,0.2312
By the way, the key tends to stick a little bit.,Übrigens, der Schlüssel neigt dazu, ein wenig zu bleiben.,c23f7abf.jpeg,0.6023,0.6392,0.3843,0.4113,0.1692
I did not expect you to be so smart!,Ich habe nicht erwartet, dass du so klug bist!,5c9ce195.jpeg,0.6774,0.7244,0.294,0.3503,0.1227
I did not expect you to be so smart!,Ich habe nicht erwartet, dass du so klug bist!,cb64d54b.jpeg,0.6811,0.7244,0.3084,0.3411,0.1164
Ow, that's far too hot!,Das ist viel zu heiß!,84d215e5.jpeg,0.5368,0.549,0.4307,0.3397,0.1154
Ow, that's far too hot!,Das ist viel zu heiß!,5033f6e8.jpeg,0.5317,0.549,0.3817,0.3397,0.1154
Oh don't stress, it's just a draft.,Oh, kein Stress, es ist nur ein Entwurf.,bca445ea.jpeg,0.7008,0.7371,0.2573,0.286,0.0818
Oh don't stress, it's just a draft.,Oh, kein Stress, es ist nur ein Entwurf.,d8db8c45.jpeg,0.6933,0.7371,0.3717,0.3689,0.1361
The shell's got a crack in it.,Die Schale hat einen Riss.,9e56c574.jpeg,0.6473,0.6612,0.6119,0.6249,0.3905
The shell's got a crack in it.,Die Schale hat einen Riss.,aa957a15.jpeg,0.6211,0.6612,0.3678,0.3975,0.158
The carpet must have cost a fortune!,Der Teppich muss ein Vermögen gekostet haben!,59a4bae4.jpeg,0.7156,0.7839,0.5186,0.589,0.3469
The carpet must have cost a fortune!,Der Teppich muss ein Vermögen gekostet haben!,97e8502f.jpeg,0.7008,0.7839,0.4657,0.5942,0.3531
Do me a favour and clear out the tray for me, please.,Tun Sie mir einen Gefallen und räumen Sie bitte das Tablett aus.,59b8c3ab.jpeg,0.5728,0.5978,0.2902,0.2976,0.0886
Do me a favour and clear out the tray for me, please.,Tun Sie mir einen Gefallen und räumen Sie bitte das Tablett aus.,5c9da7a4.jpeg,0.5736,0.5978,0.3287,0.3142,0.0987
The frame is made of wood.,Der Rahmen ist aus Holz.,cc456922.jpeg,0.7835,0.8191,0.7107,0.6987,0.4881
The frame is made of wood.,Der Rahmen ist aus Holz.,9375bb9e.jpeg,0.7702,0.8191,0.5465,0.4675,0.2186
