Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
He had a nice cold beer out on the deck.,Měl tam na terase příjemné vychlazené pivo.,83a1ed92.jpeg,0.6459,0.6748,0.4386,0.3732,0.1393
I can't wait - it's my favourite show, you know!,Nemůžu se dočkat - je to moje oblíbená show, víš!,ff9d31cd.jpeg,0.6845,0.7237,0.2846,0.3131,0.0981
I can't wait - it's my favourite show, you know!,Nemůžu se dočkat - je to moje oblíbená show, víš!,2cb5fd44.jpeg,0.6746,0.7237,0.3064,0.365,0.1332
The vault is sealed now.,Kladovka je nyní zapečetěna.,2f5bec21.jpeg,0.578,0.6051,0.3314,0.3314,0.1099
The vault is sealed now.,Kladovka je nyní zapečetěna.,a5abe0e7.jpeg,0.5214,0.6051,0.3099,0.6292,0.3959
Put that in the basket.,Dej to do koše.,1ed01e54.jpeg,0.405,0.4126,0.3683,0.455,0.2071
Put that in the basket.,Dej to do koše.,97385ca1.jpeg,0.4032,0.4126,0.3279,0.353,0.1246
I dropped the cap.,Uvolnil jsem víčko.,583f400d.jpeg,0.4713,0.4941,0.3864,0.5185,0.2688
I dropped the cap.,Uvolnil jsem víčko.,c1f6e732.jpeg,0.4725,0.4941,0.3655,0.4487,0.2014
He received a shot in the arm and immediately felt a sharp pain.,Dostal injekci do paže a okamžitě cítil ostrý bolest.,b8a6fba1.jpeg,0.5847,0.6325,0.2956,0.4067,0.1654
He received a shot in the arm and immediately felt a sharp pain.,Dostal injekci do paže a okamžitě cítil ostrý bolest.,4de90a58.jpeg,0.6095,0.6325,0.5291,0.5344,0.2856
I saw someone with a stick walking down the street.,Viděl jsem někoho s holí, jak jde po ulici.,63bebc68.jpeg,0.7047,0.7656,0.5452,0.6182,0.3822
I saw someone with a stick walking down the street.,Viděl jsem někoho s holí, jak jde po ulici.,a510fc0f.jpeg,0.7147,0.7656,0.5087,0.4973,0.2473
The bolt is broken, could you change it?,Šroub je zlomený, mohl bys ho vyměnit?,da99e9f2.jpeg,0.6082,0.6444,0.3879,0.4056,0.1645
The bolt is broken, could you change it?,Šroub je zlomený, mohl bys ho vyměnit?,83ef42b8.jpeg,0.6045,0.6444,0.4367,0.4879,0.2381
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Když jsem se přestěhoval do svého nového bytu, našel jsem krabici, kterou tam nechal předchozí nájemník.,60bc860f.jpeg,0.6985,0.7525,0.3306,0.3829,0.1466
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Když jsem se přestěhoval do svého nového bytu, našel jsem krabici, kterou tam nechal předchozí nájemník.,68daa555.jpeg,0.6985,0.7525,0.44,0.457,0.2088
They are used to rowing.,Jsou zvyklí na veslování.,70a67d59.jpeg,0.4821,0.4907,0.4538,0.5508,0.3034
They are used to rowing.,Jsou zvyklí na veslování.,a43d02d6.jpeg,0.4797,0.4907,0.257,0.223,0.0497
That's a good swing!,To je dobrý švih!,a9156d52.jpeg,0.4677,0.5054,0.3351,0.5334,0.2845
That's a good swing!,To je dobrý švih!,58b6768c.jpeg,0.4755,0.5054,0.3086,0.4235,0.1794
He jumped over the fence.,Přeskakoval plot.,c038313d.jpeg,0.608,0.642,0.4581,0.4764,0.2269
He jumped over the fence.,Přeskakoval plot.,d23ee043.jpeg,0.6001,0.642,0.4752,0.5791,0.3353
Please, leave a note on the table.,Prosím, zanechte poznámku na stole.,05a623f7.jpeg,0.5698,0.6111,0.333,0.4176,0.1744
Please, leave a note on the table.,Prosím, zanechte poznámku na stole.,db6e6046.jpeg,0.5674,0.6111,0.3631,0.4623,0.2138
We have a new pitcher.,Máme nového nadhazovače.,48d7df48.jpeg,0.4795,0.522,0.2828,0.4649,0.2161
We have a new pitcher.,Máme nového nadhazovače.,0fd1864a.jpeg,0.4661,0.522,0.234,0.4904,0.2405
One of the organs unfortunately isn't working properly.,Jedno z orgánů bohužel nefunguje správně.,e232b664.jpeg,0.66,0.7369,0.4088,0.5536,0.3064
One of the organs unfortunately isn't working properly.,Jedno z orgánů bohužel nefunguje správně.,76e8c66d.jpeg,0.6884,0.7369,0.3802,0.3969,0.1576
It is renowned for its beautiful roses.,Je proslulá svými krásnými růžemi.,798b2dc0.jpeg,0.4769,0.4969,0.3923,0.4856,0.2358
It is renowned for its beautiful roses.,Je proslulá svými krásnými růžemi.,f5e4c464.jpeg,0.4708,0.4969,0.3144,0.4077,0.1662
My husband loves squash!,Můj manžel miluje squash!,b67c61e1.jpeg,0.6914,0.7681,0.4077,0.5198,0.2702
My husband loves squash!,Můj manžel miluje squash!,2ebc106e.jpeg,0.7065,0.7681,0.2967,0.3877,0.1503
They were shooting in the village down by the postoffice.,Stříleli ve vesnici pod poštou.,5bf09de0.jpeg,0.6033,0.6308,0.4412,0.4117,0.1695
They were shooting in the village down by the postoffice.,Stříleli ve vesnici pod poštou.,e086f883.jpeg,0.5789,0.6308,0.2628,0.4053,0.1643
It needs a really good sweep.,Potřebuje opravdu dobrý výlet.,e6e67778.jpeg,0.4988,0.5353,0.3155,0.4459,0.1988
It needs a really good sweep.,Potřebuje opravdu dobrý výlet.,199ebdef.jpeg,0.508,0.5353,0.3765,0.4549,0.2069
We changed coaches.,Změnil jsme trenéry.,b15f1703.jpeg,0.5349,0.5549,0.3809,0.3607,0.1301
We changed coaches.,Změnil jsme trenéry.,b88b9c53.png,0.5208,0.5549,0.3333,0.4264,0.1818
The tiles are old and broken, they need to be changed.,Kachle jsou staré a rozbité, potřebují změnu.,e53ec8b2.jpeg,0.5362,0.5965,0.384,0.6292,0.3959
The tiles are old and broken, they need to be changed.,Kachle jsou staré a rozbité, potřebují změnu.,f7f8b88e.jpeg,0.5594,0.5965,0.4579,0.6044,0.3653
Hand me that can please.,Dej mi tu plechovku, prosím.,8a3e80fe.jpeg,0.4598,0.4846,0.3046,0.3991,0.1593
Hand me that can please.,Dej mi tu plechovku, prosím.,0aeabb58.jpeg,0.4598,0.4846,0.2466,0.3408,0.1162
Be careful, the iron is hot!,Věnujte pozornost, žehlička je horká!,8da55de2.jpeg,0.567,0.5842,0.5005,0.5088,0.2589
Be careful, the iron is hot!,Věnujte pozornost, žehlička je horká!,e3d8747e.jpeg,0.5608,0.5842,0.4814,0.5438,0.2957
We have some left, but I'm going to buy a few more rolls just to be sure.,Máme ještě pár, ale koupím ještě pár rolí, jen pro jistotu.,e6f207a4.jpeg,0.6143,0.6464,0.3226,0.3316,0.11
We have some left, but I'm going to buy a few more rolls just to be sure.,Máme ještě pár, ale koupím ještě pár rolí, jen pro jistotu.,81c9adb9.jpeg,0.6049,0.6464,0.3221,0.3835,0.1471
Let me take a closer look at that skate.,Dovolte mi, abych se na tu brusli podíval blíž.,df266432.jpeg,0.4597,0.4849,0.3231,0.4296,0.1845
Let me take a closer look at that skate.,Dovolte mi, abych se na tu brusli podíval blíž.,dc59f028.jpeg,0.4707,0.4849,0.3639,0.3644,0.1328
What a chicken!,Co za kuře!,38758a2d.jpeg,0.598,0.6311,0.5254,0.6747,0.4552
What a chicken!,Co za kuře!,fe92b00b.jpeg,0.5889,0.6311,0.4094,0.4847,0.2349
Next to the main square or the little one?,Vedle hlavního náměstí nebo malého?,adb41049.jpeg,0.6696,0.6997,0.5565,0.5166,0.2668
Next to the main square or the little one?,Vedle hlavního náměstí nebo malého?,e1c09d57.jpeg,0.659,0.6997,0.3473,0.3613,0.1306
If we could just move the board over a bit, that would create some space.,Pokud bychom mohli jen přesunout desku o něco, vytvořilo by to nějaký prostor.,0d3ac65b.jpeg,0.6585,0.6931,0.3839,0.3548,0.1259
If we could just move the board over a bit, that would create some space.,Pokud bychom mohli jen přesunout desku o něco, vytvořilo by to nějaký prostor.,0c817ddc.jpeg,0.6513,0.6931,0.3601,0.3786,0.1434
She knows how to handle a paddle.,Ona umí zacházet s pádlem.,c02f7d1a.jpeg,0.3806,0.3761,0.3997,0.4842,0.2344
She knows how to handle a paddle.,Ona umí zacházet s pádlem.,e98cf581.jpeg,0.3776,0.3761,0.3839,0.4761,0.2267
The man saw her duck.,Ten muž viděl její kachnu.,d397a90f.jpeg,0.5549,0.6023,0.3444,0.4747,0.2254
The man saw her duck.,Ten muž viděl její kachnu.,ca287619.jpeg,0.5636,0.6023,0.3816,0.4616,0.213
Look at the bay, it's beautiful!,Podívejte se na zátoku, je krásná!,eb47f13a.jpeg,0.6777,0.7091,0.5856,0.5835,0.3404
Look at the bay, it's beautiful!,Podívejte se na zátoku, je krásná!,fb133b23.jpeg,0.6755,0.7091,0.4153,0.3592,0.129
How many degrees? Two degrees!,Kolik stupňů? Dva stupně!,494fe6e9.jpeg,0.4814,0.5051,0.3536,0.4306,0.1855
How many degrees? Two degrees!,Kolik stupňů? Dva stupně!,47cdb649.jpeg,0.4692,0.5051,0.2934,0.4517,0.204
Don't tell me, you've got a hive problem again?,Řekni mi, že máš zase problém s včelím úlem?,4d718cc3.jpeg,0.5453,0.5658,0.3893,0.3623,0.1313
Don't tell me, you've got a hive problem again?,Řekni mi, že máš zase problém s včelím úlem?,c977626d.jpeg,0.5395,0.5658,0.2663,0.3099,0.0961
How did you get such a mark?,Jak jste si tohle známku udělal?,40b0c994.jpeg,0.5296,0.555,0.3145,0.3436,0.1181
How did you get such a mark?,Jak jste si tohle známku udělal?,0c5443fc.jpeg,0.5153,0.555,0.3549,0.4978,0.2478
Just a single tear, but it was enough.,Jenom jeden slza, ale bylo to dost.,b07cb134.jpeg,0.6253,0.6745,0.328,0.407,0.1657
Just a single tear, but it was enough.,Jenom jeden slza, ale bylo to dost.,c80fe410.jpeg,0.6438,0.6745,0.254,0.2805,0.0787
By the way, the key tends to stick a little bit.,Mimochodem, klíč se trochu zasekl.,ec88710c.jpeg,0.4681,0.495,0.3518,0.4808,0.2312
By the way, the key tends to stick a little bit.,Mimochodem, klíč se trochu zasekl.,c23f7abf.jpeg,0.4584,0.495,0.2418,0.4113,0.1692
I did not expect you to be so smart!,Nečekal jsem, že budeš tak chytrý!,5c9ce195.jpeg,0.5924,0.628,0.3024,0.3503,0.1227
I did not expect you to be so smart!,Nečekal jsem, že budeš tak chytrý!,cb64d54b.jpeg,0.5961,0.628,0.3217,0.3411,0.1164
Ow, that's far too hot!,Ach, to je moc horké!,84d215e5.jpeg,0.5412,0.556,0.4127,0.3397,0.1154
Ow, that's far too hot!,Ach, to je moc horké!,5033f6e8.jpeg,0.5308,0.556,0.313,0.3397,0.1154
Oh don't stress, it's just a draft.,Ach, nebuďte ve stresu, je to jen návrh.,bca445ea.jpeg,0.6694,0.6984,0.3148,0.286,0.0818
Oh don't stress, it's just a draft.,Ach, nebuďte ve stresu, je to jen návrh.,d8db8c45.jpeg,0.6588,0.6984,0.3676,0.3689,0.1361
The shell's got a crack in it.,V ulitce je prasklina.,9e56c574.jpeg,0.4545,0.4685,0.4188,0.6249,0.3905
The shell's got a crack in it.,V ulitce je prasklina.,aa957a15.jpeg,0.4417,0.4685,0.2719,0.3975,0.158
The carpet must have cost a fortune!,Koberce muselo stát hromadu peněz!,59a4bae4.jpeg,0.5575,0.613,0.3975,0.589,0.3469
The carpet must have cost a fortune!,Koberce muselo stát hromadu peněz!,97e8502f.jpeg,0.5369,0.613,0.3213,0.5942,0.3531
Do me a favour and clear out the tray for me, please.,Udělej mi laskavost a vyčisti mi podnos, prosím.,59b8c3ab.jpeg,0.5378,0.5533,0.3623,0.2976,0.0886
Do me a favour and clear out the tray for me, please.,Udělej mi laskavost a vyčisti mi podnos, prosím.,5c9da7a4.jpeg,0.5408,0.5533,0.4136,0.3142,0.0987
The frame is made of wood.,Rám je vyrobený ze dřeva.,cc456922.jpeg,0.5377,0.5669,0.4781,0.6987,0.4881
The frame is made of wood.,Rám je vyrobený ze dřeva.,9375bb9e.jpeg,0.5474,0.5669,0.4586,0.4675,0.2186
