Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
Hand me the spade.,Dej mi lopatu.,e82edf58.jpeg,0.4866,0.5164,0.3589,0.4825,0.2328
He had a nice cold beer out on the deck.,Měl pěkné studené pivo na palubě.,06c95da3.jpeg,0.6481,0.6784,0.4034,0.3518,0.1238
He had a nice cold beer out on the deck.,Měl pěkné studené pivo na terase.,83a1ed92.jpeg,0.652,0.6905,0.376,0.3732,0.1393
I can't wait - it's my favourite show, you know!,Nemůžu se dočkat – je to moje nejoblíbenější představení, víš?,ff9d31cd.jpeg,0.5784,0.6008,0.3508,0.3131,0.0981
I can't wait - it's my favourite show, you know!,Nemůžu se dočkat – to je můj oblíbený pořad, víš!,2cb5fd44.jpeg,0.6633,0.7094,0.3174,0.365,0.1332
The vault is sealed now.,Hrobka je nyní uzavřená.,2f5bec21.jpeg,0.4863,0.494,0.4164,0.3314,0.1099
The vault is sealed now.,Bezpečnostní trezor je nyní uzavřen.,a5abe0e7.jpeg,0.6142,0.6412,0.5459,0.6292,0.3959
Put that in the basket.,Vlož to do košíku.,1ed01e54.jpeg,0.6305,0.68,0.3918,0.455,0.2071
Put that in the basket.,Vlož to do koše.,97385ca1.jpeg,0.6504,0.6832,0.3874,0.353,0.1246
I dropped the cap.,Upustil/a jsem víčko.,583f400d.jpeg,0.472,0.4991,0.3713,0.5185,0.2688
I dropped the cap.,Upustil/a jsem víčko.,c1f6e732.jpeg,0.4723,0.4991,0.3392,0.4487,0.2014
He received a shot in the arm and immediately felt a sharp pain.,Dostal střelu do ruky a okamžitě pocítil silnou bolest.,b8a6fba1.jpeg,0.5864,0.6,0.5043,0.4067,0.1654
He received a shot in the arm and immediately felt a sharp pain.,Dostal injekci do paže a okamžitě pocítil ostrou bolest.,4de90a58.jpeg,0.6098,0.629,0.5428,0.5344,0.2856
I saw someone with a stick walking down the street.,Viděl jsem staršího muže s hůlkou jít po ulici.,63bebc68.jpeg,0.6268,0.6409,0.59,0.6182,0.3822
I saw someone with a stick walking down the street.,Viděl/Viděla jsem někoho s hůlkou.,a510fc0f.jpeg,0.566,0.5935,0.4549,0.4973,0.2473
The bolt is broken, could you change it?,Zámek je rozbitý, mohl byste ho vyměnit?,da99e9f2.jpeg,0.4718,0.4914,0.3532,0.4056,0.1645
The bolt is broken, could you change it?,Šroub je zlomený, mohl byste ho vyměnit?,83ef42b8.jpeg,0.6087,0.6488,0.4405,0.4879,0.2381
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Když jsem se přestěhoval/a do svého nového bytu, našel/našla jsem krabici, kterou tam nechal/a předchozí nájemník/yně.,60bc860f.jpeg,0.6877,0.743,0.3107,0.3829,0.1466
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Když jsem se přestěhoval do svého nového bytu, našel jsem krabici, kterou tam nechal předchozí nájemník.,68daa555.jpeg,0.6985,0.7525,0.44,0.457,0.2088
They are used to rowing.,Jsou zvyklí na veslování.,70a67d59.jpeg,0.4821,0.4907,0.4538,0.5508,0.3034
They are used to rowing.,Jsou zvyklí se hádát.,a43d02d6.jpeg,0.3085,0.3073,0.332,0.223,0.0497
That's a good swing!,To je dobrý swing!,a9156d52.jpeg,0.5423,0.5686,0.45,0.5334,0.2845
That's a good swing!,To je dobrá houpačka!,58b6768c.jpeg,0.4591,0.4872,0.3027,0.4235,0.1794
He jumped over the fence.,Přes skok přes plot.,c038313d.jpeg,0.6179,0.6618,0.4246,0.4764,0.2269
He jumped over the fence.,Přeskočil překážku.,d23ee043.jpeg,0.5509,0.552,0.5475,0.5791,0.3353
Please, leave a note on the table.,Prosím, nech poznámku na stole.,05a623f7.jpeg,0.5396,0.5716,0.3559,0.4176,0.1744
Please, leave a note on the table.,Prosím, nechte lístek na stole.,db6e6046.jpeg,0.5243,0.5508,0.4006,0.4623,0.2138
We have a new pitcher.,Máme nového nadhazovače.,48d7df48.jpeg,0.4795,0.522,0.2828,0.4649,0.2161
We have a new pitcher.,Máme novou konvici.,0fd1864a.jpeg,0.4234,0.4715,0.2233,0.4904,0.2405
One of the organs unfortunately isn't working properly.,Jeden z orgánů bohužel nefunguje správně.,e232b664.jpeg,0.6599,0.7358,0.4123,0.5536,0.3064
One of the organs unfortunately isn't working properly.,Jeden z varhan bohužel nesprávně funguje.,76e8c66d.jpeg,0.5367,0.5483,0.463,0.3969,0.1576
It is renowned for its beautiful roses.,Je proslulé svými krásnými růžemi.,798b2dc0.jpeg,0.4546,0.4762,0.363,0.4856,0.2358
It is renowned for its beautiful roses.,Je proslulé svými krásnými růžicemi.,f5e4c464.jpeg,0.4521,0.4762,0.3071,0.4077,0.1662
My husband loves squash!,Mému manželovi se líbí squash!,b67c61e1.jpeg,0.5655,0.6153,0.3812,0.5198,0.2702
My husband loves squash!,Mému manželovi se líbí dýně!,2ebc106e.jpeg,0.5098,0.5328,0.3566,0.3877,0.1503
They were shooting in the village down by the postoffice.,Stříleli v obci u pošty.,5bf09de0.jpeg,0.5753,0.5969,0.4482,0.4117,0.1695
They were shooting in the village down by the postoffice.,Natáčeli ve vesnici u pošty.,e086f883.jpeg,0.6019,0.6356,0.3966,0.4053,0.1643
It needs a really good sweep.,Potřebuje to pořádně zamést.,e6e67778.jpeg,0.556,0.601,0.3298,0.4459,0.1988
It needs a really good sweep.,Potřebuje pořádnou čistku.,199ebdef.jpeg,0.5996,0.6388,0.4106,0.4549,0.2069
We changed coaches.,Změnili jsme trenéra.,b15f1703.jpeg,0.539,0.5593,0.3832,0.3607,0.1301
We changed coaches.,Přejeli jsme do jiného vozu.,b88b9c53.png,0.5886,0.6253,0.3868,0.4264,0.1818
The tiles are old and broken, they need to be changed.,Dlaždice jsou staré a poškozené, je třeba je vyměnit.,e53ec8b2.jpeg,0.5877,0.6044,0.5454,0.6292,0.3959
The tiles are old and broken, they need to be changed.,Ta střešní tašle jsou staré a poškozené, je třeba je vyměnit.,f7f8b88e.jpeg,0.5505,0.5446,0.5667,0.6044,0.3653
Hand me that can please.,Dej mi tu plechovku, prosím.,8a3e80fe.jpeg,0.4598,0.4846,0.3046,0.3991,0.1593
Hand me that can please.,Dej mi tu plechovku, prosím.,0aeabb58.jpeg,0.4598,0.4846,0.2466,0.3408,0.1162
Be careful, the iron is hot!,Kovář ohřívá železo.,8da55de2.jpeg,0.4379,0.3963,0.5985,0.5088,0.2589
Be careful, the iron is hot!,Držte žehličku opatrně!,e3d8747e.jpeg,0.4706,0.4872,0.4142,0.5438,0.2957
We have some left, but I'm going to buy a few more rolls just to be sure.,Máme ještě nějaký, ale koupím pár rolek navíc pro jistotu.,e6f207a4.jpeg,0.6033,0.6306,0.3546,0.3316,0.11
We have some left, but I'm going to buy a few more rolls just to be sure.,Máme ještě nějaké, ale pro jistotu si koupím ještě pár rohlíků.,81c9adb9.jpeg,0.5606,0.5943,0.3315,0.3835,0.1471
Let me take a closer look at that skate.,Pojďme se na tu brusli podívat blíže.,df266432.jpeg,0.4031,0.4196,0.3137,0.4296,0.1845
Let me take a closer look at that skate.,Předám se podívat na tu mořskou dýni blíže.,dc59f028.jpeg,0.4901,0.5071,0.3623,0.3644,0.1328
What a chicken!,Jaká slepice!,38758a2d.jpeg,0.4422,0.4809,0.3571,0.6747,0.4552
What a chicken!,Jaká fifinka!,fe92b00b.jpeg,0.4776,0.4939,0.408,0.4847,0.2349
Next to the main square or the little one?,Vedle hlavního náměstí, nebo toho menšího?,adb41049.jpeg,0.662,0.6861,0.5719,0.5166,0.2668
Next to the main square or the little one?,Vedle hlavní čtverce nebo toho malého?,e1c09d57.jpeg,0.5173,0.5289,0.4284,0.3613,0.1306
If we could just move the board over a bit, that would create some space.,Kdybychom tu prkénko jen trochu posunuli, udělalo by to trochu místa.,0d3ac65b.jpeg,0.5533,0.5865,0.2899,0.3548,0.1259
If we could just move the board over a bit, that would create some space.,Kdybychom mohli prkénko jen trochu posunout, vytvořilo by to trochu místa.,0c817ddc.jpeg,0.5419,0.5784,0.2872,0.3786,0.1434
She knows how to handle a paddle.,Zvládá pádlo.,c02f7d1a.jpeg,0.4466,0.4524,0.4219,0.4842,0.2344
She knows how to handle a paddle.,Umí s pálkou zacházet.,e98cf581.jpeg,0.4257,0.4287,0.4127,0.4761,0.2267
The man saw her duck.,Muž viděl, jak se potápí.,d397a90f.jpeg,0.5659,0.5738,0.5307,0.4747,0.2254
The man saw her duck.,Muž viděl její kachnu.,ca287619.jpeg,0.6379,0.6836,0.4232,0.4616,0.213
Look at the bay, it's beautiful!,Podívej se na tu zátoku, je krásná!,eb47f13a.jpeg,0.6663,0.6945,0.5836,0.5835,0.3404
Look at the bay, it's beautiful!,Podívej se na bobkový list, je krásný!,fb133b23.jpeg,0.4236,0.4181,0.4658,0.3592,0.129
How many degrees? Two degrees!,Kolik stupňů? Dva stupně!,494fe6e9.jpeg,0.4814,0.5051,0.3536,0.4306,0.1855
How many degrees? Two degrees!,Dva diplomy!,47cdb649.jpeg,0.485,0.4594,0.6107,0.4517,0.204
Don't tell me, you've got a hive problem again?,Máte zase problém s úlem?,4d718cc3.jpeg,0.361,0.3698,0.2936,0.3623,0.1313
Don't tell me, you've got a hive problem again?,Máš zase kopřivku?,c977626d.jpeg,0.3684,0.3736,0.3149,0.3099,0.0961
How did you get such a mark?,Jak ses k takové skvrně dostal?,40b0c994.jpeg,0.5016,0.5216,0.3323,0.3436,0.1181
How did you get such a mark?,Jak jsi dosáhl/a takové známky?,0c5443fc.jpeg,0.6393,0.6872,0.4461,0.4978,0.2478
Just a single tear, but it was enough.,Jen jedna slza, ale stačila.,b07cb134.jpeg,0.6502,0.6965,0.3707,0.407,0.1657
Just a single tear, but it was enough.,Jen malá dírka, ale stačila.,c80fe410.jpeg,0.4649,0.476,0.3238,0.2805,0.0787
By the way, the key tends to stick a little bit.,Klíč se trochu zasekává.,ec88710c.jpeg,0.537,0.5511,0.4759,0.4808,0.2312
By the way, the key tends to stick a little bit.,Klávesa se trochu zasekne.,c23f7abf.jpeg,0.4827,0.497,0.3985,0.4113,0.1692
I did not expect you to be so smart!,Nečekal jsem, že jsi tak chytrý!,5c9ce195.jpeg,0.6048,0.6415,0.3054,0.3503,0.1227
I did not expect you to be so smart!,Nečekal jsem, že jsi tak chytrý!,cb64d54b.jpeg,0.6065,0.6415,0.3058,0.3411,0.1164
Ow, that's far too hot!,Ou, to je až moc pálivé!,84d215e5.jpeg,0.4646,0.479,0.3399,0.3397,0.1154
Ow, that's far too hot!,Ou, to je moc horké!,5033f6e8.jpeg,0.4295,0.4454,0.2914,0.3397,0.1154
Oh don't stress, it's just a draft.,Nestyď se, je to jen průvan.,bca445ea.jpeg,0.4514,0.4624,0.3176,0.286,0.0818
Oh don't stress, it's just a draft.,Neboj, je to jen návrh.,d8db8c45.jpeg,0.5434,0.5541,0.4654,0.3689,0.1361
The shell's got a crack in it.,Slupka má prasklinu.,9e56c574.jpeg,0.4552,0.4679,0.4225,0.6249,0.3905
The shell's got a crack in it.,Na krunýři je prasklina.,aa957a15.jpeg,0.4503,0.4857,0.2258,0.3975,0.158
The carpet must have cost a fortune!,Tenhle koberec musel stát majlant!,59a4bae4.jpeg,0.5487,0.574,0.4759,0.589,0.3469
The carpet must have cost a fortune!,Koberce se musel prodražit!,97e8502f.jpeg,0.5021,0.5511,0.3632,0.5942,0.3531
Do me a favour and clear out the tray for me, please.,Prosím, vyčisti mi tu misku.,59b8c3ab.jpeg,0.5604,0.5735,0.4128,0.2976,0.0886
Do me a favour and clear out the tray for me, please.,Prosím, uklidni mi tác.,5c9da7a4.jpeg,0.487,0.5015,0.3398,0.3142,0.0987
The frame is made of wood.,Rám je vyrobený ze dřeva.,cc456922.jpeg,0.5377,0.5669,0.4781,0.6987,0.4881
The frame is made of wood.,Rám je vyrobený ze dřeva.,9375bb9e.jpeg,0.5474,0.5669,0.4586,0.4675,0.2186
