Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
Have you got any coke?,Hast du noch Kokain?,115bec66.jpeg,0.4589,0.4649,0.4186,0.3833,0.147
This dog's muzzle is weird.,Die Schnauze dieses Hundes ist komisch.,b7320652.jpeg,0.7296,0.7903,0.5863,0.651,0.4237
This dog's muzzle is weird.,Die Schnauze dieses Hundes ist komisch.,4fd8f02b.jpeg,0.74,0.7903,0.602,0.6039,0.3647
Can you not hear the roar?,Kannst du das Gebrüll nicht hören?,450cdf0d.jpeg,0.5933,0.6409,0.4113,0.511,0.2611
Can you not hear the roar?,Kannst du das Gebrüll nicht hören?,7a2c2848.jpeg,0.5974,0.6409,0.3107,0.3892,0.1515
Hand me the spade.,Gib mir den Spaten.,acf5e2d2.jpeg,0.578,0.6062,0.4218,0.4246,0.1803
Hand me the spade.,Gib mir den Spaten.,e82edf58.jpeg,0.5798,0.6062,0.4666,0.4825,0.2328
He had a nice cold beer out on the deck.,Er hatte ein kaltes Bier auf dem Deck.,06c95da3.jpeg,0.6536,0.6915,0.3473,0.3518,0.1238
He had a nice cold beer out on the deck.,Er hatte ein kaltes Bier auf der Terrasse.,83a1ed92.jpeg,0.6559,0.6987,0.3482,0.3732,0.1393
I can't wait - it's my favourite show, you know!,Ich kann es kaum erwarten. Das ist meine Lieblingsshow.,ff9d31cd.jpeg,0.6752,0.7101,0.3199,0.3131,0.0981
I can't wait - it's my favourite show, you know!,Ich kann es kaum erwarten. Das ist meine Lieblingsshow.,2cb5fd44.jpeg,0.6624,0.7101,0.3043,0.365,0.1332
The vault is sealed now.,Der Tresor ist jetzt versiegelt.,2f5bec21.jpeg,0.7009,0.7408,0.3372,0.3314,0.1099
The vault is sealed now.,Der Tresor ist jetzt versiegelt.,a5abe0e7.jpeg,0.6825,0.7408,0.5353,0.6292,0.3959
Put that in the basket.,Leg das in den Korb.,1ed01e54.jpeg,0.4998,0.5345,0.3322,0.455,0.2071
Put that in the basket.,Leg das in den Korb.,97385ca1.jpeg,0.5086,0.5345,0.3016,0.353,0.1246
I dropped the cap.,Ich habe die Kappe fallen lassen.,583f400d.jpeg,0.6256,0.6711,0.4561,0.5185,0.2688
I dropped the cap.,Ich habe die Kappe fallen lassen.,c1f6e732.jpeg,0.6308,0.6711,0.4305,0.4487,0.2014
I saw someone with a stick walking down the street.,Ich sah jemanden mit einem Stock auf der Straße laufen.,63bebc68.jpeg,0.7393,0.7907,0.6048,0.6182,0.3822
I saw someone with a stick walking down the street.,Ich sah jemanden mit einem Stock auf der Straße laufen.,a510fc0f.jpeg,0.7324,0.7907,0.4968,0.4973,0.2473
The bolt is broken, could you change it?,Der Schraubverschluss ist zerbrochen. Könnten Sie ihn ändern?,da99e9f2.jpeg,0.6124,0.6362,0.4681,0.4056,0.1645
The bolt is broken, could you change it?,Die Schraube ist kaputt. Könnten Sie sie auswechseln?,83ef42b8.jpeg,0.6231,0.6598,0.4692,0.4879,0.2381
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Als ich in meine neue Wohnung zog, fand ich eine Schachtel, die der vorherige Bewohner zurückgelassen hatte.,60bc860f.jpeg,0.7032,0.7517,0.3724,0.3829,0.1466
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Als ich in meine neue Wohnung zog, fand ich eine Schachtel, die der vorherige Bewohner zurückgelassen hatte.,68daa555.jpeg,0.699,0.7517,0.4469,0.457,0.2088
They are used to rowing.,Sie sind an das Rudern gewöhnt.,70a67d59.jpeg,0.5126,0.5132,0.5107,0.5508,0.3034
They are used to rowing.,Sie sind es gewohnt, zu rudern.,a43d02d6.jpeg,0.5475,0.5575,0.3455,0.223,0.0497
That's a good swing!,Das ist ein guter Schlag!,a9156d52.jpeg,0.6077,0.6546,0.4431,0.5334,0.2845
That's a good swing!,Das ist eine gute Schaukel!,58b6768c.jpeg,0.5879,0.6064,0.4847,0.4235,0.1794
He jumped over the fence.,Er sprang über den Zaun.,c038313d.jpeg,0.6972,0.7517,0.457,0.4764,0.2269
He jumped over the fence.,Er sprang über den Zaun.,d23ee043.jpeg,0.7001,0.7517,0.5461,0.5791,0.3353
Please, leave a note on the table.,Bitte, hinterlassen Sie eine Notiz auf dem Tisch.,05a623f7.jpeg,0.6199,0.658,0.4015,0.4176,0.1744
Please, leave a note on the table.,Bitte, lassen Sie eine Notiz auf dem Tisch.,db6e6046.jpeg,0.5958,0.6325,0.424,0.4623,0.2138
We have a new pitcher.,Wir haben einen neuen Pitcher.,48d7df48.jpeg,0.7316,0.797,0.4287,0.4649,0.2161
We have a new pitcher.,Wir haben einen neuen Krug.,0fd1864a.jpeg,0.6426,0.6953,0.4233,0.4904,0.2405
One of the organs unfortunately isn't working properly.,Einer der Organe funktioniert leider nicht richtig.,e232b664.jpeg,0.6292,0.6851,0.4468,0.5536,0.3064
One of the organs unfortunately isn't working properly.,Eine der Orgeln funktioniert leider nicht richtig.,76e8c66d.jpeg,0.5391,0.5445,0.5048,0.3969,0.1576
It is renowned for its beautiful roses.,Es ist berühmt für seine schönen Rosen.,798b2dc0.jpeg,0.7117,0.7729,0.452,0.4856,0.2358
It is renowned for its beautiful roses.,Sie ist berühmt für ihre schönen Rosen.,f5e4c464.jpeg,0.671,0.7266,0.3366,0.4077,0.1662
My husband loves squash!,Mein Mann liebt Squash!,b67c61e1.jpeg,0.6612,0.7101,0.48,0.5198,0.2702
My husband loves squash!,Mein Mann liebt Kürbis!,2ebc106e.jpeg,0.6008,0.6369,0.3603,0.3877,0.1503
They were shooting in the village down by the postoffice.,Sie schossen im Dorf unten am Postamt.,5bf09de0.jpeg,0.6477,0.6868,0.4172,0.4117,0.1695
They were shooting in the village down by the postoffice.,Sie drehten im Dorf unten am Postamt.,e086f883.jpeg,0.5951,0.631,0.3768,0.4053,0.1643
It needs a really good sweep.,Es braucht eine wirklich gute Reinigung.,e6e67778.jpeg,0.6201,0.6491,0.4739,0.4459,0.1988
It needs a really good sweep.,Es braucht eine wirklich gute Reinigung.,199ebdef.jpeg,0.6199,0.6491,0.4785,0.4549,0.2069
We changed coaches.,Wir haben Trainer gewechselt.,b15f1703.jpeg,0.532,0.549,0.4014,0.3607,0.1301
We changed coaches.,Wir haben die Kutschen gewechselt.,b88b9c53.png,0.5928,0.6318,0.3783,0.4264,0.1818
The tiles are old and broken, they need to be changed.,Die Fliesen sind alt und kaputt, sie müssen gewechselt werden.,e53ec8b2.jpeg,0.7127,0.7558,0.6037,0.6292,0.3959
The tiles are old and broken, they need to be changed.,Die Fliesen sind alt und kaputt, sie müssen ersetzt werden.,f7f8b88e.jpeg,0.6894,0.7379,0.5565,0.6044,0.3653
Be careful, the iron is hot!,Vorsicht, das Eisen ist heiß!,8da55de2.jpeg,0.6389,0.6742,0.5026,0.5088,0.2589
Be careful, the iron is hot!,Vorsicht, das Eisen ist heiß!,e3d8747e.jpeg,0.6279,0.6742,0.4711,0.5438,0.2957
We have some left, but I'm going to buy a few more rolls just to be sure.,Wir haben noch etwas übrig, aber ich werde noch ein paar Rollen kaufen, um sicher zu gehen.,e6f207a4.jpeg,0.667,0.7042,0.3287,0.3316,0.11
We have some left, but I'm going to buy a few more rolls just to be sure.,Wir haben noch etwas übrig, aber ich werde noch ein paar Rollen kaufen, nur um sicher zu sein.,81c9adb9.jpeg,0.6586,0.7114,0.2997,0.3835,0.1471
Let me take a closer look at that skate.,Lass mich mal einen Blick auf das Skaten werfen.,df266432.jpeg,0.5593,0.5886,0.4007,0.4296,0.1845
Let me take a closer look at that skate.,Lass mich mal einen Blick auf den Schuh werfen.,dc59f028.jpeg,0.4839,0.5001,0.362,0.3644,0.1328
What a chicken!,Was für ein Huhn!,38758a2d.jpeg,0.6259,0.6547,0.5627,0.6747,0.4552
What a chicken!,Was für ein Huhn!,fe92b00b.jpeg,0.6065,0.6547,0.4013,0.4847,0.2349
Next to the main square or the little one?,Neben dem Hauptplatz oder dem kleinen?,adb41049.jpeg,0.5386,0.539,0.5372,0.5166,0.2668
Next to the main square or the little one?,Neben dem Hauptplatz oder dem kleinen?,e1c09d57.jpeg,0.5257,0.539,0.4239,0.3613,0.1306
She knows how to handle a paddle.,Sie weiß, wie man ein Paddel bedient.,c02f7d1a.jpeg,0.6976,0.739,0.521,0.4842,0.2344
She knows how to handle a paddle.,Sie weiß, wie man ein Paddel benutzt.,e98cf581.jpeg,0.6775,0.7397,0.4036,0.4761,0.2267
The man saw her duck.,Der Mann sah ihre Ente.,d397a90f.jpeg,0.7128,0.7695,0.4612,0.4747,0.2254
The man saw her duck.,Der Mann hat ihre Ente gesehen.,ca287619.jpeg,0.688,0.7332,0.4758,0.4616,0.213
Look at the bay, it's beautiful!,Sieh dir die Bucht an, es ist wunderschön!,eb47f13a.jpeg,0.6391,0.6875,0.4971,0.5835,0.3404
Look at the bay, it's beautiful!,Sieh dir die Bucht an, es ist wunderschön!,fb133b23.jpeg,0.647,0.6875,0.3336,0.3592,0.129
How many degrees? Two degrees!,Wie viele Grad?,494fe6e9.jpeg,0.5775,0.592,0.4997,0.4306,0.1855
How many degrees? Two degrees!,Wie viele Abschlüsse?,47cdb649.jpeg,0.5091,0.5162,0.4742,0.4517,0.204
Don't tell me, you've got a hive problem again?,Sagen Sie mir nicht, Sie haben wieder ein Bienenstockproblem?,4d718cc3.jpeg,0.5862,0.6125,0.3853,0.3623,0.1313
Don't tell me, you've got a hive problem again?,Sagen Sie mir nicht, Sie haben wieder ein Bienenstockproblem?,c977626d.jpeg,0.5835,0.6125,0.2812,0.3099,0.0961
How did you get such a mark?,Wie hast du so eine Markierung bekommen?,40b0c994.jpeg,0.5577,0.586,0.3178,0.3436,0.1181
How did you get such a mark?,Wie hast du eine solche Note bekommen?,0c5443fc.jpeg,0.5977,0.6381,0.4346,0.4978,0.2478
Just a single tear, but it was enough.,Nur eine einzige Träne, aber es war genug.,b07cb134.jpeg,0.7503,0.8171,0.3475,0.407,0.1657
Just a single tear, but it was enough.,Nur eine einzelne Träne, aber es war genug.,c80fe410.jpeg,0.7746,0.8167,0.24,0.2805,0.0787
By the way, the key tends to stick a little bit.,Übrigens, der Schlüssel klebt ein bisschen.,ec88710c.jpeg,0.6403,0.6699,0.5121,0.4808,0.2312
By the way, the key tends to stick a little bit.,Übrigens, der Schlüssel klebt ein bisschen.,c23f7abf.jpeg,0.6313,0.6699,0.4027,0.4113,0.1692
I did not expect you to be so smart!,Ich habe nicht erwartet, dass du so schlau bist!,5c9ce195.jpeg,0.6732,0.7193,0.2972,0.3503,0.1227
I did not expect you to be so smart!,Ich habe nicht erwartet, dass du so schlau bist!,cb64d54b.jpeg,0.6768,0.7193,0.3115,0.3411,0.1164
Ow, that's far too hot!,Das ist viel zu heiß!,84d215e5.jpeg,0.5368,0.549,0.4307,0.3397,0.1154
Ow, that's far too hot!,Oh, das ist viel zu heiß!,5033f6e8.jpeg,0.5476,0.5694,0.3584,0.3397,0.1154
Oh don't stress, it's just a draft.,Oh, keine Sorge, es ist nur ein Entwurf.,bca445ea.jpeg,0.6097,0.6335,0.3194,0.286,0.0818
Oh don't stress, it's just a draft.,Oh, keine Sorge, es ist nur ein Entwurf.,d8db8c45.jpeg,0.6079,0.6335,0.42,0.3689,0.1361
The shell's got a crack in it.,Die Muschel hat einen Riss.,9e56c574.jpeg,0.6511,0.6862,0.5611,0.6249,0.3905
The shell's got a crack in it.,Die Muschel hat einen Riss.,aa957a15.jpeg,0.6468,0.6862,0.3974,0.3975,0.158
The carpet must have cost a fortune!,Der Teppich muss ein Vermögen gekostet haben!,59a4bae4.jpeg,0.7156,0.7839,0.5186,0.589,0.3469
The carpet must have cost a fortune!,Der Teppich muss ein Vermögen gekostet haben!,97e8502f.jpeg,0.7008,0.7839,0.4657,0.5942,0.3531
Do me a favour and clear out the tray for me, please.,Tun Sie mir einen Gefallen und räumen Sie das Tablett für mich auf, bitte.,59b8c3ab.jpeg,0.5715,0.5974,0.2792,0.2976,0.0886
Do me a favour and clear out the tray for me, please.,Tun Sie mir einen Gefallen und räumen Sie das Tablett für mich auf, bitte.,5c9da7a4.jpeg,0.5714,0.5974,0.3083,0.3142,0.0987
The frame is made of wood.,Der Rahmen ist aus Holz.,cc456922.jpeg,0.7835,0.8191,0.7107,0.6987,0.4881
The frame is made of wood.,Der Rahmen ist aus Holz.,9375bb9e.jpeg,0.7702,0.8191,0.5465,0.4675,0.2186
