Source, Candidate, Image, Final_Score, Text_Fidelity (Src-Tgt), Visual_Grounding (Tgt-Img), Image_Relevance (Src-Img), Fusion_Weight
This dog's muzzle is weird.,Cette museau de chien est bizarre.,4fd8f02b.jpeg,0.6326,0.677,0.5109,0.6039,0.3647
Can you not hear the roar?,Pouvez-vous ne pas entendre le rugissement ?,450cdf0d.jpeg,0.6789,0.7426,0.435,0.511,0.2611
Can you not hear the roar?,Pouvez-vous ne pas entendre le rugissement ?,7a2c2848.jpeg,0.6887,0.7426,0.3333,0.3892,0.1515
Hand me the spade.,Passe-moi la pelle.,acf5e2d2.jpeg,0.5378,0.5737,0.3382,0.4246,0.1803
Hand me the spade.,Passe-moi la pelle.,e82edf58.jpeg,0.5455,0.5737,0.4243,0.4825,0.2328
He had a nice cold beer out on the deck.,Il avait une bonne bière froide sur la terrasse.,06c95da3.jpeg,0.6538,0.6965,0.3084,0.3518,0.1238
He had a nice cold beer out on the deck.,Il avait une bonne bière froide sur la terrasse.,83a1ed92.jpeg,0.6508,0.6965,0.3227,0.3732,0.1393
I can't wait - it's my favourite show, you know!,Je ne peux pas attendre - c'est mon émission préférée, tu sais !,ff9d31cd.jpeg,0.6575,0.6961,0.2634,0.3131,0.0981
I can't wait - it's my favourite show, you know!,Je ne peux pas attendre - c'est mon émission préférée, tu sais !,2cb5fd44.jpeg,0.6516,0.6961,0.3175,0.365,0.1332
The vault is sealed now.,Le coffre est scellé maintenant.,2f5bec21.jpeg,0.6729,0.7129,0.309,0.3314,0.1099
The vault is sealed now.,Le coffre est scellé maintenant.,a5abe0e7.jpeg,0.6459,0.7129,0.4767,0.6292,0.3959
Put that in the basket.,Mets-le dans le panier.,1ed01e54.jpeg,0.352,0.3765,0.2339,0.455,0.2071
Put that in the basket.,Mets-le dans le panier.,97385ca1.jpeg,0.3547,0.3765,0.1796,0.353,0.1246
I dropped the cap.,J'ai fait tomber le bouchon.,583f400d.jpeg,0.6438,0.6897,0.4728,0.5185,0.2688
I dropped the cap.,J'ai fait tomber le bouchon.,c1f6e732.jpeg,0.6408,0.6897,0.3975,0.4487,0.2014
He received a shot in the arm and immediately felt a sharp pain.,Il a reçu une injection dans le bras et a immédiatement ressenti une douleur aiguë.,b8a6fba1.jpeg,0.7232,0.7828,0.3631,0.4067,0.1654
He received a shot in the arm and immediately felt a sharp pain.,Il a reçu une injection dans le bras et a immédiatement ressenti une douleur aiguë.,4de90a58.jpeg,0.7301,0.7828,0.5453,0.5344,0.2856
I saw someone with a stick walking down the street.,J'ai vu quelqu'un avec un bâton marcher dans la rue.,63bebc68.jpeg,0.7283,0.8023,0.5348,0.6182,0.3822
I saw someone with a stick walking down the street.,J'ai vu quelqu'un avec un bâton marcher dans la rue.,a510fc0f.jpeg,0.7328,0.8023,0.4518,0.4973,0.2473
The bolt is broken, could you change it?,La vis est cassée, pourriez-vous la changer ?,da99e9f2.jpeg,0.6051,0.6447,0.364,0.4056,0.1645
The bolt is broken, could you change it?,La vis est cassée, pourriez-vous la changer ?,83ef42b8.jpeg,0.5901,0.6447,0.3607,0.4879,0.2381
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Quand je suis allé dans mon nouvel appartement, j'ai trouvé une boîte qui avait été laissée par l'occupant précédent.,60bc860f.jpeg,0.7217,0.7754,0.3549,0.3829,0.1466
When I moved to my new apartment, I found a box that had been left behind by the previous occupant.,Quand je suis allé dans mon nouvel appartement, j'ai trouvé une boîte qui avait été laissée par l'occupant précédent.,68daa555.jpeg,0.7104,0.7754,0.3991,0.457,0.2088
They are used to rowing.,Ils sont habitués à ramer.,70a67d59.jpeg,0.5175,0.5461,0.423,0.5508,0.3034
They are used to rowing.,Ils sont habitués à ramer.,a43d02d6.jpeg,0.5328,0.5461,0.2644,0.223,0.0497
That's a good swing!,C'est un bon swing !,a9156d52.jpeg,0.5796,0.5963,0.5209,0.5334,0.2845
That's a good swing!,C'est un bon swing !,58b6768c.jpeg,0.5832,0.5963,0.5099,0.4235,0.1794
He jumped over the fence.,Il a sauté par-dessus la clôture.,c038313d.jpeg,0.6673,0.7157,0.4539,0.4764,0.2269
He jumped over the fence.,Il a sauté par-dessus la clôture.,d23ee043.jpeg,0.6681,0.7157,0.5262,0.5791,0.3353
Please, leave a note on the table.,Veuillez laisser un mot sur la table.,05a623f7.jpeg,0.597,0.629,0.4131,0.4176,0.1744
Please, leave a note on the table.,Veuillez laisser un mot sur la table.,db6e6046.jpeg,0.594,0.629,0.43,0.4623,0.2138
We have a new pitcher.,Nous avons un nouveau lanceur.,48d7df48.jpeg,0.6555,0.7051,0.4262,0.4649,0.2161
We have a new pitcher.,Nous avons un nouveau lanceur.,0fd1864a.jpeg,0.6292,0.7051,0.3137,0.4904,0.2405
One of the organs unfortunately isn't working properly.,L'un des organes ne fonctionne malheureusement pas correctement.,e232b664.jpeg,0.6558,0.7137,0.4672,0.5536,0.3064
One of the organs unfortunately isn't working properly.,L'un des organes ne fonctionne malheureusement pas correctement.,76e8c66d.jpeg,0.661,0.7137,0.3267,0.3969,0.1576
It is renowned for its beautiful roses.,C'est célèbre pour ses belles roses.,798b2dc0.jpeg,0.7339,0.8093,0.4141,0.4856,0.2358
It is renowned for its beautiful roses.,C'est célèbre pour ses belles roses.,f5e4c464.jpeg,0.7452,0.8093,0.3592,0.4077,0.1662
My husband loves squash!,Mon mari adore le squash !,b67c61e1.jpeg,0.6668,0.7307,0.4303,0.5198,0.2702
My husband loves squash!,Mon mari adore le squash !,2ebc106e.jpeg,0.6695,0.7307,0.2625,0.3877,0.1503
They were shooting in the village down by the postoffice.,Ils tournaient dans le village en bas de la poste.,5bf09de0.jpeg,0.5956,0.648,0.2861,0.4117,0.1695
They were shooting in the village down by the postoffice.,Ils tournaient dans le village en bas de la poste.,e086f883.jpeg,0.6075,0.648,0.3607,0.4053,0.1643
It needs a really good sweep.,Il a besoin d'un bon balayage.,e6e67778.jpeg,0.6619,0.7042,0.4491,0.4459,0.1988
It needs a really good sweep.,Il a besoin d'un bon balayage.,199ebdef.jpeg,0.6599,0.7042,0.4458,0.4549,0.2069
We changed coaches.,Nous avons changé de coach.,b15f1703.jpeg,0.6966,0.7413,0.3529,0.3607,0.1301
We changed coaches.,Nous avons changé de coach.,b88b9c53.png,0.6721,0.7413,0.2918,0.4264,0.1818
The tiles are old and broken, they need to be changed.,Les carreaux sont vieux et cassés, ils doivent être changés.,e53ec8b2.jpeg,0.6994,0.7625,0.54,0.6292,0.3959
The tiles are old and broken, they need to be changed.,Les carreaux sont vieux et cassés, ils doivent être changés.,f7f8b88e.jpeg,0.6981,0.7625,0.5221,0.6044,0.3653
Hand me that can please.,Passe-moi cette boîte, s'il te plaît.,8a3e80fe.jpeg,0.5328,0.557,0.3805,0.3991,0.1593
Hand me that can please.,Passe-moi cette boîte, s'il te plaît.,0aeabb58.jpeg,0.5314,0.557,0.3107,0.3408,0.1162
Be careful, the iron is hot!,Attention, le fer est chaud !,8da55de2.jpeg,0.5237,0.5486,0.4278,0.5088,0.2589
Be careful, the iron is hot!,Attention, le fer est chaud !,e3d8747e.jpeg,0.5052,0.5486,0.3586,0.5438,0.2957
We have some left, but I'm going to buy a few more rolls just to be sure.,Nous en avons encore quelques-uns, mais je vais acheter quelques autres rouleaux juste au cas où.,e6f207a4.jpeg,0.666,0.7035,0.325,0.3316,0.11
We have some left, but I'm going to buy a few more rolls just to be sure.,Nous en avons encore quelques-uns, mais je vais acheter quelques autres rouleaux juste au cas où.,81c9adb9.jpeg,0.6555,0.7035,0.3292,0.3835,0.1471
Let me take a closer look at that skate.,Laissez-moi examiner de plus près ce patin.,df266432.jpeg,0.5653,0.6103,0.3214,0.4296,0.1845
Let me take a closer look at that skate.,Laissez-moi examiner de plus près ce patin.,dc59f028.jpeg,0.5776,0.6103,0.3316,0.3644,0.1328
What a chicken!,Qu'est-ce qu'il est bête !,38758a2d.jpeg,0.4344,0.4306,0.4428,0.6747,0.4552
What a chicken!,Qu'est-ce qu'il est bête !,fe92b00b.jpeg,0.4366,0.4306,0.4618,0.4847,0.2349
Next to the main square or the little one?,À côté de la grande place ou de la petite ?,adb41049.jpeg,0.5721,0.5939,0.4906,0.5166,0.2668
Next to the main square or the little one?,À côté de la grande place ou de la petite ?,e1c09d57.jpeg,0.567,0.5939,0.3613,0.3613,0.1306
If we could just move the board over a bit, that would create some space.,Si nous pouvions juste déplacer la planche un peu, cela créerait un peu d'espace.,0d3ac65b.jpeg,0.682,0.7243,0.3455,0.3548,0.1259
If we could just move the board over a bit, that would create some space.,Si nous pouvions juste déplacer la planche un peu, cela créerait un peu d'espace.,0c817ddc.jpeg,0.6727,0.7243,0.3128,0.3786,0.1434
She knows how to handle a paddle.,Elle sait comment gérer une pagaie.,c02f7d1a.jpeg,0.6559,0.7148,0.4047,0.4842,0.2344
She knows how to handle a paddle.,Elle sait comment gérer une pagaie.,e98cf581.jpeg,0.6486,0.7148,0.3566,0.4761,0.2267
The man saw her duck.,L'homme a vu son canard.,d397a90f.jpeg,0.6626,0.7042,0.4782,0.4747,0.2254
The man saw her duck.,L'homme a vu son canard.,ca287619.jpeg,0.6651,0.7042,0.482,0.4616,0.213
Look at the bay, it's beautiful!,Regardez la baie, c'est magnifique !,eb47f13a.jpeg,0.6372,0.7043,0.4402,0.5835,0.3404
Look at the bay, it's beautiful!,Regardez la baie, c'est magnifique !,fb133b23.jpeg,0.6571,0.7043,0.2916,0.3592,0.129
How many degrees? Two degrees!,Combien de degrés ? Deux degrés !,494fe6e9.jpeg,0.6749,0.7176,0.4446,0.4306,0.1855
How many degrees? Two degrees!,Combien de degrés ? Deux degrés !,47cdb649.jpeg,0.6647,0.7176,0.4056,0.4517,0.204
Don't tell me, you've got a hive problem again?,Ne me dites pas que vous avez encore un problème d'abeilles ?,4d718cc3.jpeg,0.5988,0.6312,0.3521,0.3623,0.1313
Don't tell me, you've got a hive problem again?,Ne me dites pas que vous avez encore un problème d'abeilles ?,c977626d.jpeg,0.6005,0.6312,0.2808,0.3099,0.0961
How did you get such a mark?,Comment avez-vous obtenu une telle note ?,40b0c994.jpeg,0.6739,0.7199,0.2844,0.3436,0.1181
How did you get such a mark?,Comment avez-vous obtenu une telle note ?,0c5443fc.jpeg,0.6683,0.7199,0.4599,0.4978,0.2478
Just a single tear, but it was enough.,Juste une seule larme, mais c'était suffisant.,b07cb134.jpeg,0.7827,0.8545,0.3492,0.407,0.1657
Just a single tear, but it was enough.,Juste une seule larme, mais c'était suffisant.,c80fe410.jpeg,0.8108,0.8545,0.2544,0.2805,0.0787
By the way, the key tends to stick a little bit.,Au fait, la clé a tendance à coincer un peu.,ec88710c.jpeg,0.6518,0.6938,0.4697,0.4808,0.2312
By the way, the key tends to stick a little bit.,Au fait, la clé a tendance à coincer un peu.,c23f7abf.jpeg,0.6466,0.6938,0.3676,0.4113,0.1692
I did not expect you to be so smart!,Je ne m'attendais pas à ce que vous soyez si intelligente !,5c9ce195.jpeg,0.684,0.7223,0.3724,0.3503,0.1227
I did not expect you to be so smart!,Je ne m'attendais pas à ce que vous soyez si intelligente !,cb64d54b.jpeg,0.6856,0.7223,0.37,0.3411,0.1164
Ow, that's far too hot!,Ow, c'est trop chaud !,84d215e5.jpeg,0.6709,0.7114,0.3196,0.3397,0.1154
Ow, that's far too hot!,Ow, c'est trop chaud !,5033f6e8.jpeg,0.672,0.7114,0.3299,0.3397,0.1154
Oh don't stress, it's just a draft.,Oh ne vous inquiétez pas, c'est juste un brouillon.,bca445ea.jpeg,0.6531,0.6794,0.3328,0.286,0.0818
Oh don't stress, it's just a draft.,Oh ne vous inquiétez pas, c'est juste un brouillon.,d8db8c45.jpeg,0.6447,0.6794,0.3902,0.3689,0.1361
The shell's got a crack in it.,La coquille a une fissure.,9e56c574.jpeg,0.7013,0.7272,0.6351,0.6249,0.3905
The shell's got a crack in it.,La coquille a une fissure.,aa957a15.jpeg,0.6814,0.7272,0.3913,0.3975,0.158
The carpet must have cost a fortune!,Le tapis doit avoir coûté une fortune !,59a4bae4.jpeg,0.685,0.7429,0.5181,0.589,0.3469
The carpet must have cost a fortune!,Le tapis doit avoir coûté une fortune !,97e8502f.jpeg,0.6646,0.7429,0.4428,0.5942,0.3531
Do me a favour and clear out the tray for me, please.,Fais-moi une faveur et vide la corbeille pour moi, s'il te plaît.,59b8c3ab.jpeg,0.5987,0.6241,0.3126,0.2976,0.0886
Do me a favour and clear out the tray for me, please.,Fais-moi une faveur et vide la corbeille pour moi, s'il te plaît.,5c9da7a4.jpeg,0.5992,0.6241,0.3472,0.3142,0.0987
The frame is made of wood.,Le cadre est fait de bois.,cc456922.jpeg,0.7176,0.7602,0.6304,0.6987,0.4881
The frame is made of wood.,Le cadre est fait de bois.,9375bb9e.jpeg,0.7181,0.7602,0.5253,0.4675,0.2186
